,Name,Size,Address,More info,Latitude,Longitude
5291,LifeChangers Community Church International,Small church,"4967 U S 70 Bus Hwy W Clayton, NC",http://www.usachurches.org/church/lifechangers-community-church-international.htm,35.58108,-78.40225
5292,Centerpoint Associate Reformed Presbyterian Church,Small church,"2849 Middlebrook Dr Clemmons, NC",http://www.usachurches.org/church/centerpoint-associate-reformed-presbyterian-church.htm,36.020391,-80.382022
5293,Christ Episcopal Church,Medium church,"3430 Old U S Hwy 70Cleveland, NC",http://www.usachurches.org/church/christ-episcopal-church.htm,35.732521,-80.680458
5294,First United Methodist Church of Clinton,Medium church,"208 Sampson St Clinton, NC",http://www.usachurches.org/church/first-united-methodist-church-of-clinton.htm,34.999765,-78.324598
5295,Central Haywood Church of Christ,Small church,"98 Lee Rd Clyde, NC",http://www.usachurches.org/church/centralhaywoodchurchofchrist.htm,35.530554,-82.938745
5296,Coats United Methodist Church,Medium church,"288 E South St Coats, NC",http://www.usachurches.org/church/coats-united-methodist-church.htm,35.40312,-78.66697
5297,Stateline Independent Baptist Church,Small church,"495 Bee Hive Rd Columbus, NC",http://www.usachurches.org/church/stateline-independent-baptist-church.htm,35.192662,-82.081782
5298,Zion Hill AME Zion Church,Small church,"86 Skipwith St S W Concord, NC",http://www.usachurches.org/church/zion-hill-ame-zion-church.htm,35.402622,-80.586102
5299,Pitts Baptist Church,Large church,"140 Pitts School Rd N W Concord, NC",http://www.usachurches.org/church/pitts-baptist-church.htm,35.374659,-80.672282
5300,Water of Life Fellowship,Small church,"320-B Copperfield Blvd N E Concord, NC",http://www.usachurches.org/church/water-of-life-fellowship.htm,35.447105,-80.598062
5301,Crossroads United Methodist Church,Large church,"220 George W Liles Pkwy Concord, NC",http://www.usachurches.org/church/crossroadsunitedmethodistchurch.htm,35.378511,-80.642362
5302,City of God Ministries,Medium church,"9280 Davidson Hwy Concord, NC",http://www.usachurches.org/church/cityofgodministries.htm,35.441032,-80.734074
5303,Breakthrough Ministries Church of God in Christ,Medium church,"96 Mc Gill Ave N W Concord, NC",http://www.usachurches.org/church/breakthrough-ministries-church-of-god-in-christ.htm,35.416563,-80.591895
5304,Cedar Grove Presbyterian Church,Small church,"105 Odell School Rd Concord, NC",http://www.usachurches.org/church/cedar-grove-presbyterian-church.htm,35.414624,-80.709555
5305,Mull's Chapel Baptist Church,Medium church,"9496 Jacob Fork River Rd Connellys Springs, NC",http://www.usachurches.org/church/mulls-chapel-baptist-church.htm,35.602601,-81.497091
5306,Eureka Baptist Church,Medium church,"1601 NC Hwy 32 N Corapeake, NC",http://www.usachurches.org/church/eureka-baptist-church.htm,36.548747,-76.57583
5307,Maranatha Baptist Church,Medium church,"104 Downey Lake Rd Dallas, NC",http://www.usachurches.org/church/maranathabaptistchurch-dallas.htm,35.316622,-81.207582
5308,Denver United Methodist Church,Medium church,"3910 Hwy 16 N Denver, NC",http://www.usachurches.org/church/denver-united-methodist-church.htm,35.533561,-81.034147
5309,New Destiny Community Church,Small church,"2525 Shanklin Ln Denver, NC",http://www.usachurches.org/church/new-destiny-community-church.htm,35.501141,-80.991846
5310,Singletary United Methodist Church,Medium church,"241 3rd St Dublin, NC",http://www.usachurches.org/church/singletary-united-methodist-church.htm,34.654527,-78.719572
5311,Leslie United Methodist Church,Small church,"277 Stewart Rd Dunn, NC",http://www.usachurches.org/church/leslie-united-methodist-church.htm,35.343561,-78.577945
5312,The Church of the Holy Trinity Chatham,Medium church,"100 Old Mason Farm Rd Chapel Hill, NC",http://www.usachurches.org/church/the-church-of-the-holy-trinity-chatham.htm,35.901267,-79.032223
5313,Orange United Methodist Church,Large church,"1220 Martin Luther King Jr Blvd Chapel Hill, NC",http://www.usachurches.org/church/orange-united-methodist-church.htm,35.948846,-79.058472
5314,Mt. Bethel Presbyterian Church,Medium church,"3541 Rose of Sharon Rd Durham, NC",http://www.usachurches.org/church/mt-bethel-presbyterian-church.htm,36.042249,-78.957257
5315,"Praise and Recovery Outreach Ministries, Inc.",Small church,"2206 Harvard Ave Durham, NC",http://www.usachurches.org/church/praise-and-recovery-outreach-ministries-inc.htm,35.982987,-78.875425
5316,World Overcomers Christian Church,Mega church,"2933 S Miami Blvd Durham, NC",http://www.usachurches.org/church/world-overcomers-christian-church.htm,35.926086,-78.845667
5317,Mount Vernon Baptist Church,Medium church,"1007 S Roxboro St Durham, NC",http://www.usachurches.org/church/mount-vernon-baptist-church-durham.htm,35.98395,-78.902856
5318,The Church of the Apostolic Revival International,Large church,"1207 Angier Ave Durham, NC",http://www.usachurches.org/church/the-church-of-the-apostolic-revival-international.htm,35.985912,-78.888063
5319,Dayspring Fellowship,Small church,"922 9th St Durham, NC",http://www.usachurches.org/church/dayspring-fellowship.htm,36.013486,-78.921796
5320,Greater Bethlehem Temple Apostolic Faith Church,Medium church,"201 S Alston Ave Durham, NC",http://www.usachurches.org/church/bethlehem-temple-apostolic-faith-church.htm,35.985823,-78.88868
5321,newhope church,Large church,"7619 Fayetteville Rd Durham, NC",http://www.usachurches.org/church/newhope-church.htm,35.889284,-78.943538
5322,Immanuel Assembly of God,Small church,"5419 S Alston Ave Durham, NC",http://www.usachurches.org/church/immanuel-assembly-of-god.htm,35.884725,-78.885721
5323,Fusion Point Church,Medium church,"922 9th St Durham, NC",http://www.usachurches.org/church/fusion-point-church.htm,36.013486,-78.921796
5324,Gates of Praise Christian Church,Small church,"2524 N C-55 Durham, NC",http://www.usachurches.org/church/gatesofpraisechristianchurch.htm,35.954132,-78.890841
5325,Victorious Praise Fellowship,Large church,"2116 Page Rd Durham, NC",http://www.usachurches.org/church/victorious-praise-fellowship.htm,35.93014,-78.814875
5326,Mosaic Church,Small church,"2031 W Club Blvd Durham, NC",http://www.usachurches.org/church/mosaic-church.htm,36.017398,-78.925023
5327,Aldersgate United Methodist Church,Large church,"1320 Umstead Rd Durham, NC",http://www.usachurches.org/church/aldersgate-united-methodist-church.htm,36.083361,-78.939082
5328,First Reformed Presbyterian Church of Durham,Small church,"1316 Watts St Durham, NC",http://www.usachurches.org/church/first-reformed-presbyterian-church-of-durham.htm,36.014421,-78.910849
5329,Grace Park Church,Small church,"6409 Fayetteville Rd, Ste 120-196Durham, NC",http://www.usachurches.org/church/grace-park-church.htm,35.937627,-78.907629
5330,Open Door Baptist Church,Small church,"4209 Union Hill Rd East Bend, NC",http://www.usachurches.org/church/open-door-baptist-church-east-bend.htm,36.241366,-80.481275
5331,Galilee Community Church,Small church,"6020 Old Sandhill Rd Edward, NC",http://www.usachurches.org/church/galilee-community-church.htm,35.312982,-76.866233
5332,New Community Church,Large church,"100 Kathryn Ct Elizabeth City, NC",http://www.usachurches.org/church/new-community-church.htm,36.286702,-76.239407
5333,New Life Assembly of God/Academy,Medium church,"1958 N Road St Elizabeth City, NC",http://www.usachurches.org/church/newlifeassemblyofgodacademy.htm,36.346177,-76.26184
5334,Journey Christian Church,Medium church,"1923 N Road St Elizabeth City, NC",http://www.usachurches.org/church/elizabeth-city-church-of-christ.htm,36.343475,-76.255778
5335,Living Springs Church,Medium church,"909 S Poplar St Elizabethtown, NC",http://www.usachurches.org/church/living-springs-church.htm,34.618885,-78.611508
5336,The Refuge Community Church,Medium church,"142 Edwards Lynwood Rd Elkin, NC",http://www.usachurches.org/church/the-refuge-community-church.htm,36.25475,-80.88044
5337,Father's Heart Family Church,Medium church,"5015 Four Tenths Rd Elm City, NC",http://www.usachurches.org/church/fathers-heart-family-church.htm,35.79899,-77.868881
5338,Pentecostal Lighthouse Church,Medium church,"4403 London Church Rd Elm City, NC",http://www.usachurches.org/church/pentecostal-lighthouse-church.htm,35.792028,-77.911727
5339,Elon First Baptist Church,Medium church,"113 Lynn St Elon, NC",http://www.usachurches.org/church/elon-first-baptist-church.htm,36.097437,-79.513841
5340,City of Refuge Christian Center,Small church,"737 S Mc Daniel St Enfield, NC",http://www.usachurches.org/church/cityofrefugechristiancenter.htm,36.181457,-77.66784
5341,Erwin United Methodist Church,Medium church,"600 Denim Dr Erwin, NC",http://www.usachurches.org/church/erwinunitedmethodistchurch.htm,35.326988,-78.667805
5342,Community Chapel Church,Small church,"815 Raiford Rd Erwin, NC",http://www.usachurches.org/church/communitychapelchurch.htm,35.310833,-78.658014
5343,Grace Temple Healing,Medium church,"7496 Old Hwy 74Evergreen, NC",http://www.usachurches.org/church/gracetemplehealing.htm,34.409205,-78.901017
5344,Greater Morning Apostolic Church,Small church,"8038 Old Hwy 74Evergreen, NC",http://www.usachurches.org/church/greater-morning-apostolic-church.htm,34.409205,-78.901017
5345,The Church of God and True Holiness,Small church,"1368 Academy St Fair Bluff, NC",http://www.usachurches.org/church/the-church-of-god-and-true-holiness.htm,34.309795,-79.036691
5346,Fairmont First Baptist Church,Medium church,"416 S Main St Fairmont, NC",http://www.usachurches.org/church/fairmontfirstbaptistchurch.htm,34.494927,-79.114188
5347,Spring Mountain Baptist Church,Small church,"11 Spring Mountain Rd Fairview, NC",http://www.usachurches.org/church/spring-mountain-baptist-church.htm,35.544625,-82.353268
5348,Providence Associate Reformed Presbyterian Church,Medium church,"400 Eastwood Ave Fayetteville, NC",http://www.usachurches.org/church/providence-pca-church.htm,35.094439,-78.867752
5349,Berean Baptist Church,Large church,"517 Glensford Dr Fayetteville, NC",http://www.usachurches.org/church/berean-baptist-church-fayetteville.htm,35.056679,-78.962595
5350,Haymount United Methodist Church,Large church,"1700 Fort Bragg Rd Fayetteville, NC",http://www.usachurches.org/church/haymount-united-methodist-church.htm,35.062616,-78.909509
5351,Big Rockfish Presbyterian Church,Small church,"4935 Marraco Dr Hope Mills, NC",http://www.usachurches.org/church/big-rockfish-presbyterian-church.htm,34.952114,-78.925562
5352,Word of Faith Worship Center,Small church,"4485 Cumberland Rd Fayetteville, NC",http://www.usachurches.org/church/word-of-faith-worship-center.htm,35.008891,-78.958687
5353,Galatia Presbyterian Church,Medium church,"8800 Galatia Church Rd Fayetteville, NC",http://www.usachurches.org/church/galatia-presbyterian-church.htm,35.016085,-79.059136
5354,Highland Presbyterian Church,Large church,"111 Highland Ave Fayetteville, NC",http://www.usachurches.org/church/highland-presbyterian-church.htm,35.055994,-78.899105
5355,Cotton United Methodist Church,Medium church,"4514 Mill St Hope Mills, NC",http://www.usachurches.org/church/cotton-united-methodist-church.htm,34.965189,-78.930327
5356,Crossroads Church,Medium church,"6781 Camden Rd Fayetteville, NC",http://www.usachurches.org/church/crossroadschurch.htm,34.975463,-78.99701
5357,Courtyard Church of Christ,Medium church,"1900 Beech St Fayetteville, NC",http://www.usachurches.org/church/courtyard-church-of-christ.htm,35.075719,-78.924274
5358,Rivers International Church,Small church,"113 Foch St Fayetteville, NC",http://www.usachurches.org/church/riversinternationalchurch.htm,35.027842,-78.890672
5359,Healing Hands of Love Kingdom Connections International,Medium church,"601 Ramsey St Fayetteville, NC",http://www.usachurches.org/church/healing-hands-of-love-ministries.htm,35.06277,-78.877945
5360,Jesus Peace Ministries,Medium church,"980 Kennesaw Dr Fayetteville, NC",http://www.usachurches.org/church/jesuspeaceministries.htm,35.039391,-79.041249
5361,Word of Life Tabernacle,Medium church,"5628 Nix Rd Fayetteville, NC",http://www.usachurches.org/church/wordoflifetabernacle.htm,35.071102,-78.978401
5362,Push Outreach Ministries,Small church,"4542 Raeford Rd Fayetteville, NC",http://www.usachurches.org/church/push-outreach-ministries.htm,35.043268,-78.955506
5363,Faith Consulate,Medium church,"4820 Rosehill Rd Fayetteville, NC",http://www.usachurches.org/church/world-impact-ministries.htm,35.122797,-78.902559
5364,El Shaddai Kingdom Outreach,Small church,"1700 Skibo Rd Fayetteville, NC",http://www.usachurches.org/church/el-shaddai-kingdom-outreach.htm,35.076356,-78.960791
5365,Bethel Christian Assembly,Large church,"1065 Progress St Fayetteville, NC",http://www.usachurches.org/church/new-bethel-pentecostal-holiness-church.htm,35.030108,-78.893556
5366,Agnus Dei Lutheran Orthodox Church,Small church,"207 Old St Fayetteville, NC",http://www.usachurches.org/church/agnusdeilutheranorthodoxchurch.htm,35.053875,-78.880242
5367,Immanuel Baptist Church,Medium church,"219 Hull Rd Fayetteville, NC",http://www.usachurches.org/church/immanuelbaptistchurch.htm,35.065135,-78.921415
5368,Pinecrest Presbyterian Church,Medium church,"1790 Greenville Hwy Flat Rock, NC",http://www.usachurches.org/church/pinecrest-presbyterian-church.htm,35.280843,-82.44242
5369,New Bethel Baptist Church,Medium church,"223 New Bethel Church Rd Forest City, NC",http://www.usachurches.org/church/new-bethel-baptist-church-forest-city.htm,35.250262,-81.876331
5370,St. James Freewill Baptist Church,Small church,"515 S Railroad St Fountain, NC",http://www.usachurches.org/church/st-james-freewill-baptist-church.htm,35.673857,-77.63972
5371,Maiden's Chapel,Small church,"230 Maidens Chapel Rd Franklin, NC",http://www.usachurches.org/church/maidens-chapel.htm,35.120935,-83.475246
5372,First Christian Church of Franklin,Medium church,"156 Belleview Park Rd Franklin, NC",http://www.usachurches.org/church/first-christian-church-of-franklin.htm,35.173652,-83.357369
5373,Kipling United Methodist Church,Medium church,"55 Kipling Church Rd Fuquay- Varina, NC",http://www.usachurches.org/church/kipling-united-methodist-church.htm,35.479352,-78.819382
5374,Breath of Life International Church,Small church,"5249 Raynor Rd Garner, NC",http://www.usachurches.org/church/breath-of-life-international-church.htm,35.67785,-78.551249
5375,Garner United Methodist Church,Medium church,"201 Methodist Dr Garner, NC",http://www.usachurches.org/church/garner-united-methodist-church.htm,35.710147,-78.620674
5376,Pisgah Associate Reformed Presbyterian Church,Medium church,"3600 S Linwood Rd Gastonia, NC",http://www.usachurches.org/church/pisgah-associate-reformed-presbyterian-church.htm,35.234841,-81.242695
5377,New Hope Church of God,Medium church,"4553 S New Hope Rd Gastonia, NC",http://www.usachurches.org/church/new-hope-church-of-god.htm,35.207901,-81.075918
5378,Sanctuary International Fellowship Tabernacle - SIFT,Small church,"505 Bessemer City Rd Gastonia, NC",http://www.usachurches.org/church/sanctuary-apostolic-fellowship.htm,35.264662,-81.218554
5379,Gaston Community Church,Medium church,"2001 Gaston Day School Rd Gastonia, NC",http://www.usachurches.org/church/gaston-community-church.htm,35.202722,-81.140553
5380,One Accord Independent,Medium church,"115 W Ridge St Gastonia, NC",http://www.usachurches.org/church/one-accord-independent.htm,35.212947,-81.202379
5381,Relevant Church,Small church,"1300 Hickory Grove Rd Gastonia, NC",http://www.usachurches.org/church/relevantchurchgastonia.htm,35.27432,-81.060738
5382,Providence Presbyterian Church,Medium church,"2850 Union Rd Gastonia, NC",http://www.usachurches.org/church/providence-presbyterian-church-gastonia.htm,35.221288,-81.168832
5383,First Wesleyan Church,Medium church,"208 S Church St Gastonia, NC",http://www.usachurches.org/church/first-wesleyan-church-gastonia.htm,35.261546,-81.168314
5384,Gastonia Seventh-day Adventist Church,Medium church,"5300 Lewis Rd Gastonia, NC",http://www.usachurches.org/church/gastonia-seventh-day-adventist-church.htm,35.202764,-81.253127
5385,Beech Avenue Baptist Church,Medium church,"1206 W Ashton Ave Gastonia, NC",http://www.usachurches.org/church/beech-avenue-baptist-church.htm,35.252336,-81.203653
5386,Anchor Baptist Church,Medium church,"4515 Beaty Rd Gastonia, NC",http://www.usachurches.org/church/anchor-baptist-church-gastonia.htm,35.186288,-81.13774
5387,Freedom Worship Center,Medium church,"1750 Oak Hollow Rd Gastonia, NC",http://www.usachurches.org/church/freedom-worship-center.htm,35.288652,-81.155355
5388,Goldsboro Chapel Free Will Baptist Church,Medium church,"1314 Ben Brewington Ct Goldsboro, NC",http://www.usachurches.org/church/goldsboro-chapel-free-will-baptist-church.htm,35.362873,-77.986182
5389,Philadelphia Community Church,Medium church,"357 Hare Rd Goldsboro, NC",http://www.usachurches.org/church/philadelphia-community-church.htm,35.41088,-77.925943
5390,Bethel Light Free Will Baptist Church Ministries,Small church,"2499-A Hwy 117 S Goldsboro, NC",http://www.usachurches.org/church/bethel-light-free-will-baptist-church-ministries.htm,35.357498,-78.006104
5391,Bethel Church,Large church,"2308 N William St Goldsboro, NC",http://www.usachurches.org/church/bethel-church-goldsboro.htm,35.412172,-77.982889
5392,Pentecostal Christian Assemblies,Small church,"1618 Cuyler Best Rd Goldsboro, NC",http://www.usachurches.org/church/pentecostal-christian-assemblies.htm,35.39551,-77.937576
5393,Christ Alive Praise and Worship Center,Small church,"4030 Hickory Blvd, Ste 7Granite Falls, NC",http://www.usachurches.org/church/christ-alive-praise-and-worship-center.htm,35.939701,-78.579697
5394,Hope Chapel,Medium church,"908 N Josephine Boyd St Greensboro, NC",http://www.usachurches.org/church/hope-chapel-greensboro.htm,36.079492,-79.813344
5395,West Market Street United Methodist Church,Large church,"302 W Market St Greensboro, NC",http://www.usachurches.org/church/west-market-street-united-methodist-church.htm,36.072651,-79.792883
5396,Healing Hurting Hearts Ministries,Small church,"2311 W Cone Blvd, Ste 223Greensboro, NC",http://www.usachurches.org/church/healing-hurting-hearts-ministries.htm,36.112952,-79.745753
5397,Randleman Church of God,Medium church,"305 E Brown St Randleman, NC",http://www.usachurches.org/church/randleman-church-of-god.htm,35.813274,-79.799245
5398,Saint James Presbyterian Church,Large church,"820 Ross Ave Greensboro, NC",http://www.usachurches.org/church/saint-james-presbyterian-church.htm,36.056912,-79.778885
5399,Change the Nations Church,Medium church,"4619 Mercury Dr Greensboro, NC",http://www.usachurches.org/church/change-the-nations-church.htm,36.074039,-79.869647
5400,CHRIST Cathedral of the Triad,Medium church,"4401 Alliance Church Rd Greensboro, NC",http://www.usachurches.org/church/christcathedralofthetriad.htm,35.994984,-79.749833
5401,Lebanon Baptist Church,Large church,"4635 Hicone Rd Greensboro, NC",http://www.usachurches.org/church/lebanon-baptist-church-greensboro.htm,36.152632,-79.711163
5402,Lutheran Church of Our Father,Medium church,"3304 Groometown Rd Greensboro, NC",http://www.usachurches.org/church/lutheran-church-of-our-father.htm,36.021755,-79.865721
5403,Faith Wesleyan Church,Medium church,"4425 Rehobeth Church Rd Greensboro, NC",http://www.usachurches.org/church/faith-wesleyan-church.htm,36.005718,-79.818621
5404,Tabernacle United Methodist Church,Medium church,"5721 Methodist Rd Greensboro, NC",http://www.usachurches.org/church/tabernacleunitedmethodistchurch.htm,35.966559,-79.697158
5405,Bethany Fellowship Church,Medium church,"4707 W Gate City Blvd Greensboro, NC",http://www.usachurches.org/church/bethany-fellowship-church-of-god-in-christ.htm,36.02927,-79.868813
5406,Palm Street Christian Church,Small church,"1921 Palm St Greensboro, NC",http://www.usachurches.org/church/palmstreetchristianchurch.htm,36.100613,-79.783294
5407,Shiloh Holiness Church of God in Christ,Medium church,"200 E Vandalia Rd Greensboro, NC",http://www.usachurches.org/church/shiloh-holiness-church-of-god-in-christ.htm,36.016098,-79.7893
5408,Daystar Church,Large church,"1806 Merritt Dr Greensboro, NC",http://www.usachurches.org/church/daystar-church.htm,36.048375,-79.856268
5409,Destiny Christian Center,Large church,"2401 Randleman Rd Greensboro, NC",http://www.usachurches.org/church/destiny-christian-center.htm,36.038388,-79.800171
5410,World Victory International Christian Center,Medium church,"1414 Cliffwood Dr Greensboro, NC",http://www.usachurches.org/church/world-victory-international-christian-center.htm,36.038383,-79.817154
5411,Rehobeth Baptist Church,Small church,"4314 Rehobeth Church Rd Greensboro, NC",http://www.usachurches.org/church/rehobethbaptistchurch.htm,36.010672,-79.818194
5412,College Place United Methodist Church,Medium church,"509 Tate St Greensboro, NC",http://www.usachurches.org/church/college-place-united-methodist-church.htm,36.065759,-79.805356
5413,Community Bible Church,Large church,"4125 Johnson St High Point, NC",http://www.usachurches.org/church/community-bible-church-high-point.htm,36.031198,-80.019338
5414,Mt. Calvary Church,Large church,"411 Watauga Ave Greenville, NC",http://www.usachurches.org/church/mt-calvary-church.htm,35.606605,-77.390147
5415,St. James United Methodist Church,Large church,"2000 E 6th St Greenville, NC",http://www.usachurches.org/church/st-james-united-methodist-church.htm,35.605572,-77.35231
5416,St. Timothy's Episcopal Church,Small church,"107 Louis St Greenville, NC",http://www.usachurches.org/church/sttimothysepiscopalchurch.htm,35.57039,-77.339163
5417,Good Shepherd Apostolic Faith Church,Small church,"813-B S Evans St Greenville, NC",http://www.usachurches.org/church/good-shepherd-apostolic-faith-church.htm,35.607559,-77.373914
5418,Spirit and Truth Worship Center,Small church,"1512 N Greene St Greenville, NC",http://www.usachurches.org/church/spirit-and-truth-worship-center.htm,35.634066,-77.371489
5419,St. Peter's Missionary Baptist Church,Medium church,"1295 Mumford Rd Greenville, NC",http://www.usachurches.org/church/st-peters-missionary-baptist-church.htm,35.627594,-77.354851
5420,"Redeeming Faith International Ministries, Inc.",Small church,"1062 Roosevelt Spain Rd Greenville, NC",http://www.usachurches.org/church/redeeming-the-times-ministries.htm,35.682526,-77.420991
5421,Epiphany Lutheran Church,Small church,"104 Hungate Dr Greenville, NC",http://www.usachurches.org/church/epiphany-lutheran-church.htm,35.560851,-77.356849
5422,Grimesland Pentecostal Holiness Church,Medium church,"7315 State Hwy 33 E Grimesland, NC",http://www.usachurches.org/church/grimesland-pentecostal-holiness-church.htm,35.567946,-77.200629
5423,Providence Baptist Church,Large church,"5315 Hwy 49 S Harrisburg, NC",http://www.usachurches.org/church/providence-baptist-church-harrisburg.htm,35.320723,-80.665361
5424,New Beginnings Ministry of Faith,Medium church,"30 Park Ln Havelock, NC",http://www.usachurches.org/church/new-beginnings-ministry-of-faith.htm,34.884214,-76.915589
5425,First Baptist Church Haw River,Medium church,"508 E Main St Haw River, NC",http://www.usachurches.org/church/first-baptist-church-haw-river.htm,36.09291,-79.361071
5426,Westwood Pentecostal Holiness Church,Medium church,"621 U. S. 158 Bypass Henderson, NC",http://www.usachurches.org/church/westwood-pentecostal-holiness-church.htm,36.336583,-78.451698
5427,Crossroads International Pentecostal Holiness Church,Small church,"5256 Vicksboro Rd Henderson, NC",http://www.usachurches.org/church/crossroads-pentecostal-holiness-church.htm,36.315143,-78.288983
5428,Edneyville United Methodist Church,Small church,"799 Bearwallow Rd Hendersonville, NC",http://www.usachurches.org/church/edneyvilleunitedmethodistchurch.htm,35.399242,-82.356295
5429,Ambassadors of Jesus Christ Association,Medium church,"8139 NC 39 Hwy N Henderson, NC",http://www.usachurches.org/church/ambassadors-of-jesus-christ-association.htm,36.436962,-78.437545
5430,LifeHouse City Church,Small church,"1411 Asheville Hwy Hendersonville, NC",http://www.usachurches.org/church/lifehouse-international-ministries.htm,35.328492,-82.468062
5431,Edneyville United Methodist Church,Small church,"799 Bearwallow Rd Hendersonville, NC",http://www.usachurches.org/church/edneyvilleunitedmethodistchurch.htm,35.399242,-82.356295
5432,LifeHouse City Church,Small church,"1411 Asheville Hwy Hendersonville, NC",http://www.usachurches.org/church/lifehouse-international-ministries.htm,35.328492,-82.468062
5433,Christ Church,Large church,"2416 Zion Church Rd Hickory, NC",http://www.usachurches.org/church/christ-church-hickory.htm,35.658658,-81.322975
5434,White Oak Baptist Church,Small church,"345 Hickory Airport Rd Hickory, NC",http://www.usachurches.org/church/white-oak-baptist-church.htm,35.737474,-81.399242
5435,Vintage City Church,Medium church,"2000 Catawba Valley Blvd S E Hickory, NC",http://www.usachurches.org/church/vintage-city-church.htm,35.700709,-81.303343
5436,Calvary Covenant Fellowship,Medium church,"1409 Leonard Ave High Point, NC",http://www.usachurches.org/church/calvary-covenant-fellowship.htm,35.959002,-79.987897
5437,The Crossing at High Point,Medium church,"2426 Gordon Rd High Point, NC",http://www.usachurches.org/church/the-crossing-at-high-point.htm,36.000328,-79.979405
5438,Community Bible Church,Large church,"4125 Johnson St High Point, NC",http://www.usachurches.org/church/community-bible-church-high-point.htm,36.031198,-80.019338
5439,First Haitian Sanctified Church of God,Small church,"817 W Ward Ave, Ste 101High Point, NC",http://www.usachurches.org/church/first-haitian-sanctified-church-of-god.htm,35.953972,-80.003935
5440,First Wesleyan Church,Large church,"1701 Westchester Dr High Point, NC",http://www.usachurches.org/church/first-wesleyan-church.htm,35.94657,-80.033756
5441,On One Accord P&V Outreach Ministries,Small church,"1609 Stoneybrook Dr High Point, NC",http://www.usachurches.org/church/on-one-accord-pv-outreach-ministries.htm,35.99228,-79.992901
5442,Passion Christian Fellowship,Small church,"201 S Center St Hildebran, NC",http://www.usachurches.org/church/passionchristianfellowship.htm,35.712985,-81.42325
5443,Grace Hill Church,Medium church,"515 Meadowland Dr, Ste 500Hillsborough, NC",http://www.usachurches.org/church/grace-hill-church.htm,36.010671,-83.831618
5444,Victory In Jesus Ministries,Small church,"113 New Sharon Church Rd Hillsborough, NC",http://www.usachurches.org/church/victory-in-jesus-ministries.htm,36.093989,-79.055327
5445,Rivertown Presbyterian Church,Medium church,"604A Cornerstone Ct Hillsborough, NC",http://www.usachurches.org/church/rivertown-presbyterian-church.htm,36.061818,-79.08638
5446,Double Cure Church,Small church,"116 D Quantum Dr Holly Springs, NC",http://www.usachurches.org/church/double-cure-church.htm,35.658306,-78.835893
5447,Grace Tabernacle Christian Center,Medium church,"3640 Applegate Rd Hope Mills, NC",http://www.usachurches.org/church/grace-tabernacle-christian-center.htm,34.972476,-78.98914
5448,Baptist Union Missionary Baptist Church,Medium church,"1483 Sand Hill Rd Hope Mills, NC",http://www.usachurches.org/church/baptist-union-missionary-baptist-church.htm,34.937735,-78.886996
5449,Big Rockfish Presbyterian Church,Small church,"4935 Marraco Dr Hope Mills, NC",http://www.usachurches.org/church/big-rockfish-presbyterian-church.htm,34.952114,-78.925562
5450,Cotton United Methodist Church,Medium church,"4514 Mill St Hope Mills, NC",http://www.usachurches.org/church/cotton-united-methodist-church.htm,34.965189,-78.930327
5451,Faith to Faith Christian Ministries,Medium church,"5874 Rockfish Rd Hope Mills, NC",http://www.usachurches.org/church/faith-to-faith-christian-ministries.htm,34.974643,-78.967664
5452,His Gates Church and International Ministry,Small church,"3754 Brevard Rd, Ste 101Horse Shoe, NC",http://www.usachurches.org/church/his-gates-church-and-international-ministry.htm,36.0622,-79.856793
5453,Swansboro Church of God,Small church,"115 Avery Rd Hubert, NC",http://www.usachurches.org/church/swansboro-church-of-god.htm,34.716161,-77.177
5454,Harvest Community Church,Medium church,"13301 Eastfield Rd Huntersville, NC",http://www.usachurches.org/church/harvest-community-church.htm,35.38706,-80.78371
5455,Kingdom Fellowship International,Small church,"16508 Northcross Dr Huntersville, NC",http://www.usachurches.org/church/kingdom-fellowship-international.htm,35.440012,-80.872095
5456,Cornerstone Baptist Church,Small church,"14550 Ranson Rd Huntersville, NC",http://www.usachurches.org/church/cornerstone-baptist-church-huntersville.htm,35.412389,-80.873712
5457,Stonehill Community Church,Medium church,"12419 Mc Cord Rd Huntersville, NC",http://www.usachurches.org/church/stonehill-community-church.htm,35.438193,-80.82982
5458,Greater Harvest Church,Small church,"5822 W Hwy 74Indian Trail, NC",http://www.usachurches.org/church/greater-harvest-ministries-church-of-god-in-christ.htm,29.768598,-95.480978
5459,Covenant Associate Reformed Presbyterian Church,Medium church,"106 Plantation Blvd Jacksonville, NC",http://www.usachurches.org/church/covenant-associate-reformed-presbyterian-church.htm,34.789928,-77.434294
5460,Bible Baptist Church,Small church,"402 Timothy Rd Jacksonville, NC",http://www.usachurches.org/church/biblebaptistchurchjacksonville.htm,34.847485,-77.469531
5461,Adams Farm Community Church,Medium church,"5113 Mackay Rd Jamestown, NC",http://www.usachurches.org/church/adamsfarmcommunitychurch.htm,36.017552,-79.903017
5462,Emmanuel's House of Prayers,Small church,"702 W Main St Jamestown, NC",http://www.usachurches.org/church/emmanuels-house-of-prayers.htm,35.993089,-79.951872
5463,Breakthrough Faith,Medium church,"1901 N Cannon Blvd Kannapolis, NC",http://www.usachurches.org/church/breakthrough-faith.htm,35.520651,-80.612119
5464,Four Gospel Missionary Church,Small church,"503 Plymouth St Kannapolis, NC",http://www.usachurches.org/church/four-gospel-missionary-church.htm,35.48422,-80.620384
