name;addr;lat;lon
GLORIOUS CHURCH OF JESUS;85 R ST NW, Washington, District of Columbia 20001;38.91279;-77.01197
GOSPEL FAITH MISSIONS INTERNATIONAL;1400 5TH ST. NW, WASHINGTON, District of Columbia 20001;38.908725;-77.019165
GOSPEL SPREADING CHURCH;2006 NW GEORGIA AVENUE, # 300, Washington, District of Columbia 20001;38.91701;-77.02201
GREAT NEW HOPE BAPTIST CHURCH;816 8TH ST NW, Washington, District of Columbia 20001;38.90032;-77.02329
HEMINGWAY TEMPLE AME CHURCH;501 P ST NW, Washington, District of Columbia 20001;38.909885;-77.019155
HIGHWAY CHRISTIAN CHURCH;432 W ST NW, Washington, District of Columbia 20001;38.91903;-77.018705
HOLY REDEEMER;206 New York Ave N.W., WASHINGTON, District of Columbia 20001;38.90542;-77.01387
HOLY ROSARY CHURCH;595 3RD ST NW, Washington, District of Columbia 20001;38.897645;-77.014838
IMMACULATE CONCEPTION CHURCH;1315 8TH ST NW, Washington, District of Columbia 20001;38.90775;-77.0226
LINCOLN TEMPLE UNITED CHURCH;1701 11TH ST NW, Washington, District of Columbia 20001;38.91285;-77.02666
METROPOLITAN COMMUNITY CHURCH;474 RIDGE ST NW, Washington, District of Columbia 20001;38.90625;-77.018645
METROPOLITAN COMMUNITY CHURCH;912 3RD ST NW, Washington, District of Columbia 20001;38.90177;-77.01552
MILES MEMORIAL CME CHURCH;501 N ST NW, Washington, District of Columbia 20001;38.907455;-77.01925
MORNING STAR BAPTIST CHURCH;531 T ST NW, Washington, District of Columbia 20001;38.915925;-77.01975
MOUNT BETHEL BAPTIST CHURCH;75 RHODE ISLAND AVE, Washington, District of Columbia 20001;38.9162;-77.01166
MOUNT CARMEL BAPTIST CHURCH;901 3RD ST NW, Washington, District of Columbia 20001;38.90174;-77.014814
MOUNT LEBANON BAPTIST CHURCH;1219 NEW JERSEY AVE, Washington, District of Columbia 20001;38.90633;-77.01468
MOUNT PLEASANT BAPTIST CHURCH;215 RHODE ISLAND AVE, Washington, District of Columbia 20001;38.91519;-77.01477
MOUNT SINAI BAPTIST CHURCH;1615 3RD ST NW, Washington, District of Columbia 20001;38.911555;-77.014805
MOUNT VERNON PLACE UMC;900 MASSACHUSETTS AVENUE NW, WASHINGTON, District of Columbia 20001;38.902845;-77.02488
MT VERNON PLACE UNITED METHODIST CHURCH;900 Mass Ave Nw, WASHINGTON, District of Columbia 20001;38.90297;-77.02454
NEW BETHANY BAPTIST CHURCH;1300 10TH ST NW, Washington, District of Columbia 20001;38.9075;-77.02627
NEW BETHEL BAPTIST CHURCH;1739 9TH ST NW, Washington, District of Columbia 20001;38.913825;-77.0235
NEW BIRTH BAPTIST CHURCH;1200 KIRBY ST, Washington, District of Columbia 20001;38.90605;-77.01389
NEW COMMUNITY CHURCH;614 S ST NW, Washington, District of Columbia 20001;38.91392;-77.02069
OLD PENTECOST CHURCH;727 HOBART PL NW, Washington, District of Columbia 20001;38.92769;-77.023925
PHILADELPHIA OPEN DOOR CHURCH;935 FLORIDA AVE NW, Washington, District of Columbia 20001;38.91904;-77.02438
SAINT GEORGE'S EPISCOPAL CHURCH;160 U ST NW, Washington, District of Columbia 20001;38.916755;-77.01416
SAINT STEPHEN'S BAPTIST CHURCH;628 M ST NW, Washington, District of Columbia 20001;38.90528;-77.02117
SALEM BAPTIST CHURCH;917 N ST NW, Washington, District of Columbia 20001;38.907545;-77.024945
SECOND BAPTIST CHURCH;816 3RD ST NW, Washington, District of Columbia 20001;38.90077;-77.01553
SHILOH BAPTIST CHURCH;1500 9TH ST NW, Washington, District of Columbia 20001;38.909925;-77.02433
SOUL SAVING CENTER CHURCH OF GOD;8 O ST NW, Washington, District of Columbia 20001;38.87289;-77.00919
SOUTHERN BAPTIST CHURCH;134 L ST NW, Washington, District of Columbia 20001;38.90349;-77.01334
SPRINGFIELD BAPTIST CHURCH;508 P ST NW, Washington, District of Columbia 20001;38.909315;-77.019555
Springfield Missionary Baptist Church;508 P Street N.W., Washington, District of Columbia 20001;38.909315;-77.019555
ST. ALOYSIUS;901 N. Capitol Street N.W., WASHINGTON, District of Columbia 20001;38.904927;-77.015533
ST. MARY MOTHER OF GOD;727 5th Street N.W., WASHINGTON, District of Columbia 20001;38.89948;-77.018595
ST. PATRICK;619 10th Street N.W., WASHINGTON, District of Columbia 20001;38.89814;-77.0256
TENTH STREET BAPTIST CHURCH;1000 R ST NW, Washington, District of Columbia 20001;38.91235;-77.02657
THIRD BAPTIST CHURCH;1546 5TH ST NW, Washington, District of Columbia 20001;38.91094;-77.01923
THIRD STREET CHURCH OF GOD;1204 3RD ST NW, Washington, District of Columbia 20001;38.90611;-77.01552
THIRD STREET CHURCH OF GOD;1246 NEW JERSEY AVE, Washington, District of Columbia 20001;38.906825;-77.015665
TRUE GRACE HOLY TEMPLE CHURCH;205 V ST NW, Washington, District of Columbia 20001;38.91891;-77.015235
TURNER MEMORIAL AME CHURCH;600 I ST NW, Washington, District of Columbia 20001;38.90064;-77.02023
UPPERWAY CHURCH;1600 11TH ST NW, Washington, District of Columbia 20001;38.911121;-77.027039
VERDADERA FE BAPTIST CHURCH;1616 N JY AVE, Washington, District of Columbia 20001;38.909531;-77.017822
W J SEYMOUR MEMORIAL CHURCH;100 BRYANT ST NW, Washington, District of Columbia 20001;38.92117;-77.012465
WAY BACK TO PENTECOSTAL CHURCH;945 R ST NW, Washington, District of Columbia 20001;38.91285;-77.02573
ALL NATIONS BAPTIST CHURCH;2001 NORTH CAPITOL ST, Washington, District of Columbia 20002;38.91728;-77.00876
APOSTOLIC FAITH CHURCH;513 M ST NE, Washington, District of Columbia 20002;38.905415;-76.99893
BETHESDA BAPTIST CHURCH;1808 CAPITOL AVE NE, Washington, District of Columbia 20002;38.91103;-76.98614
BROWN MEMORIAL AME CHURCH;1400 CONSTITUTION AVE NE, Washington, District of Columbia 20002;38.89223;-76.9853
BROWN MEMORIAL AME CHURCH;130 14TH ST NE, Washington, District of Columbia 20002;38.89181;-76.986215
CALVARY CHURCH;820 6th St NE, WASHINGTON, District of Columbia 20002;38.90086;-76.99868
CAPITOL HILL BAPTIST CHURCH;525 A STREET, N.E., Washington, District of Columbia 20002;38.89071;-76.99887
CAPITOL HILL SEVENTH-DAY ADVENTISTCHURCH;914 Massachusetts Ave NE, WASHINGTON, District of Columbia 20002;38.8913;-76.992955
CHRISTIAN LOVE BAPTIST CHURCH;818 BLADENSBURG RD NE, Washington, District of Columbia 20002;38.901325;-76.983
CHURCH OF GOD OF PROPHECY;1400 E STREET NORTHEAST, Washington, District of Columbia 20002;38.89631;-76.9853
CHURCH OF THE BRETHREN;110 NE MARYLAND AVE # 201, Washington, District of Columbia 20002;38.89129;-77.00541
CHURCH OF THE LIVING GOD;715 F ST NE, Washington, District of Columbia 20002;38.897155;-76.99545
CHURCH OF THE LORD JESUS;1230 C ST NE, Washington, District of Columbia 20002;38.89384;-76.98914
COMMUNITY HOLINESS CHURCH;305 K ST NE, Washington, District of Columbia 20002;38.90225;-77.00174
COMMUNITY UNITED METHODIST CHURCH;1525 Levis St Ne, WASHINGTON, District of Columbia 20002;38.90424;-76.98201
COSMIC CHURCH;113 2ND ST NE, Washington, District of Columbia 20002;38.89139;-77.00331
DOUGLAS MEMORIAL UNITED METHODIST CHURCH;800 11th St Ne, WASHINGTON, District of Columbia 20002;38.900445;-76.991795
Douglas Memorial United Methodist Church;800 11th Street, N.E., Washington, District of Columbia 20002;38.900445;-76.991795
EDEN COMMUNITY BAPTIST CHURCH;901 2ND ST NE, Washington, District of Columbia 20002;38.90149;-77.00324
EMANUEL ASSEMBLY CHURCH;1327 CONSTITUTION AVE NE, Washington, District of Columbia 20002;38.891765;-76.9873
ENON BAPTIST CHURCH;505 L ST NE, Washington, District of Columbia 20002;38.90352;-76.99897
FAITH BIBLE CHURCH;1350 MARYLAND AVE NE, Washington, District of Columbia 20002;38.899605;-76.985845
FAITH CHURCH OF WASHINGTON;1717 N CAPITOL ST, Washington, District of Columbia 20002;38.9132;-77.00872
FAITH TABERNACLE UNITED CHURCH;300 A ST NE, Washington, District of Columbia 20002;38.89119;-77.001775
FAITH WAY CHURCH;1910 4TH ST NE, Washington, District of Columbia 20002;38.91597;-77.00084
FIRST JERICHO BAPTIST CHURCH;304 S ST NE, Washington, District of Columbia 20002;38.914315;-77.001585
FIRST NEW HOPE BAPTIST CHURCH;1822 3RD ST NE, Washington, District of Columbia 20002;38.9147;-77.00234
FRANKLIN P NASH UNITED METHODIST CHURCH;2001 Lincoln Rd Ne, WASHINGTON, District of Columbia 20002;38.91721;-77.00699
FULL GOSPEL TABERNACLE CHURCH;632 11TH ST NE, Washington, District of Columbia 20002;38.89822;-76.99185
GALATIANS BAPTIST CHURCH;806 F ST NE, Washington, District of Columbia 20002;38.89753;-76.9945
GENERAL BOARD OF CHURCH AND SOCIETY (GBCS);100 Maryland Ave NE, WASHINGTON, District of Columbia 20002;38.891495;-77.00558
GENERAL COMMISSION ON RELIGION AND RACE (GCRR);100 Maryland Ave NE Ste 400, WASHINGTON, District of Columbia 20002;38.891495;-77.00558
GLORIUS CHURCH;1205 K ST NE, Washington, District of Columbia 20002;38.90227;-76.98991
GOD'S UNIVERSAL KINGDOM CHURCH;610 MARYLAND AVE NE, Washington, District of Columbia 20002;38.894515;-76.998075
Greater Mount Pisgah Baptist Church;1818 Gales Street, NE, Washington, District of Columbia 20002;38.897925;-76.97731
GREATER PENTECOSTAL CHURCH;33 NEW YORK AVE, Washington, District of Columbia 20002;38.907485;-77.007765
GREATER VICTORY BAPTIST CHURCH;2100 4TH ST NE, Washington, District of Columbia 20002;38.918285;-77.000875
HOLY NAME CHURCH;920 11TH ST NE, Washington, District of Columbia 20002;38.90185;-76.99177
HOLY WAY OF THE CROSS CHURCH;331 V ST NE, Washington, District of Columbia 20002;38.91797;-77.00076
HOLYWAY BAPTIST CHURCH;516 H ST NE, Washington, District of Columbia 20002;38.900435;-76.998765
JAMES MEMORIAL BAPTIST CHURCH;1723 3RD ST NE, Washington, District of Columbia 20002;38.91349;-77.00178
KINGDOM OF ZION BAPTIST CHURCH;1313 MARYLAND AVE NE, Washington, District of Columbia 20002;38.898025;-76.98769
KIRKLAND MEMORIAL CHURCH OF GOD;624 8TH ST NE, Washington, District of Columbia 20002;38.898185;-76.995262
LANE MEMORIAL CME CHURCH 1;423 C ST NE, Washington, District of Columbia 20002;38.893095;-76.9996
LINCOLN PARK UNITED METHODIST CHURCH;1301 N Carolina Ave Ne, WASHINGTON, District of Columbia 20002;38.890335;-76.98801
LOVE OF CHRIST CHURCH BWW;431 15TH ST NE, Washington, District of Columbia 20002;38.895635;-76.98339
MISSION ASSEMBLY CHURCH;400 13TH ST NE, Washington, District of Columbia 20002;38.894935;-76.98851
MOUNT AIRY BAPTIST CHURCH;1100 NORTH CAPITOL STREET NW, Washington, District of Columbia 20002;38.904045;-77.00959
MOUNT OLIVE BAPTIST CHURCH;1140 6TH ST NE, Washington, District of Columbia 20002;38.90508;-76.998755
NATIONAL COMMUNITY CHURCH;316 F STREET NORTHEAST OUR OFFICE ADDRESS, Washington, District of Columbia 20002;38.897615;-77.001395
NEW CANAAN BAPTIST CHURCH;701 15TH ST NE, Washington, District of Columbia 20002;38.89887;-76.983325
NEW CANNAN BAPTIST CHURCH;1504 GALES ST NE, Washington, District of Columbia 20002;38.898865;-76.983045
NEW LIFE BAPTIST CHURCH;1501 W VIRGINIA AVE, Washington, District of Columbia 20002;38.9073;-76.989025
NEW MOUNT ZION CHURCH OF GOD;628 15TH ST NE, Washington, District of Columbia 20002;38.89845;-76.98389
NEW SAMARITAN BAPTIST CHURCH;1100 FLORIDA AVE NE, Washington, District of Columbia 20002;38.90369;-76.99157
NORTHEAST HOLY TRINITY CHURCH;709 4TH ST NE, Washington, District of Columbia 20002;38.899345;-77.000265
OUR LADY OF MOUNT CARMEL OLD CATHOLIC CHURCH;1801 EAST STREET SOUTHEAST, Washington, District of Columbia 20002;38.88265;-76.97889
PEACE BAPTIST CHURCH;712 18TH ST NE, Washington, District of Columbia 20002;38.898285;-76.97806
PILGRIM AME CHURCH;612 17TH ST NE, Washington, District of Columbia 20002;38.897405;-76.9803
PILGRIM BAPTIST CHURCH;700 I ST NE, Washington, District of Columbia 20002;38.90157;-76.99586
PURITY BAPTIST CHURCH;1325 MARYLAND AVE NE, Washington, District of Columbia 20002;38.89811;-76.987265
ROCK CHURCH OF FIRE;222 K ST NE, Washington, District of Columbia 20002;38.90275;-77.00246
SAINT BENEDICT THE MOOR CHURCH;320 21ST ST NE, Washington, District of Columbia 20002;38.89423;-76.97546
SAINT JAMES EPISCOPAL CHURCH;222 8TH ST NE, Washington, District of Columbia 20002;38.89289;-76.99522
SAINT JOHN'S CHURCH OF GOD;1301 H ST NE, Washington, District of Columbia 20002;38.89996;-76.98809
SAINT MARY AME ZION CHURCH;1339 C ST NE, Washington, District of Columbia 20002;38.89342;-76.98636
SAINT PAUL CHRISTIAN CHURCH;414 TENNESSEE AVE NE, Washington, District of Columbia 20002;38.895385;-76.98605
SAINT PHILLIP BAPTIST CHURCH;1001 N CAPITOL ST, Washington, District of Columbia 20002;38.902795;-77.0087
SAMUEL CHURCH OF CHRIST;403 H ST NE, Washington, District of Columbia 20002;38.89998;-77.00032
ST. JOSEPH ON CAPITOL HILL;313 2nd Street N.E., WASHINGTON, District of Columbia 20002;38.8941;-77.00304
The Table Church;1020 H Street NE, Washington, District of Columbia 20002;38.9002;-76.991759
TRIED STONE FIRST BAPTIST H CHURCH;256 13TH ST NE, Washington, District of Columbia 20002;38.89342;-76.98861
TRINIDAD BAPTIST CHURCH;1611 BENNING RD NE, Washington, District of Columbia 20002;38.89937;-76.98112
TRINITY BAPTIST CHURCH;1814 CENTRAL PL NE, Washington, District of Columbia 20002;38.91205;-76.98559
UNITED METHODIST CHURCH FOUNDATION;1000 MARYLAND AVE NE, Washington, District of Columbia 20002;38.896765;-76.99246
UNITY BAPTIST CHURCH;424 3RD ST NE, Washington, District of Columbia 20002;38.895545;-77.002302
WASHINGTON COMMUNITY CHURCH;907 MARYLAND AVE NE, Washington, District of Columbia 20002;38.89568;-76.993455
WAY OF THE CROSS CHURCH OF CHRIST;332 9TH ST NE, Washington, District of Columbia 20002;38.89447;-76.99401
WHOSOEVER WILL CHURCH OF GOD;1603 MONTELLO AVE NE, Washington, District of Columbia 20002;38.907135;-76.98682
CALVARY CHRISTIAN CHURCH;909 11TH ST SE, Washington, District of Columbia 20003;38.87891;-76.99177
Capital City Church;726 7th St SE, Washington, District of Columbia 20003;38.87973;-76.99607
CAPITOL HILL PRESBYTERIAN CHURCH;201 4th St Se, WASHINGTON, District of Columbia 20003;38.887375;-77.000885
CAPITOL HILL UNITED METHODIST CHURCH;421 Seward Sq Se, WASHINGTON, District of Columbia 20003;38.88529;-76.99989
CHRIST CHURCH CAPITOL HILL;620 G ST SE, Washington, District of Columbia 20003;38.88178;-76.99754
CHURCH OF BRETHREN STUDY;337 N CAROLINA AVE, Washington, District of Columbia 20003;38.88513;-77.0009
CHURCH OF THE REFORMATION;212 E CAPITOL ST, Washington, District of Columbia 20003;38.89016;-77.002855
EBENEZER UNITED METHODIST CHURCH;4th & D St Se, WASHINGTON, District of Columbia 20003;38.884325;-76.99247
HOLY COMFORTER-ST. CYPRIAN;1357 E. Capitol Street, WASHINGTON, District of Columbia 20003;38.88946;-76.98614
HOLY TEMPLE CHURCH OF CHRIST;439 12TH ST SE, Washington, District of Columbia 20003;38.88324;-76.99056
LIBERTY BAPTIST CHURCH;527 KENTUCKY AVE SE, Washington, District of Columbia 20003;38.88207;-76.984305
LORIDA CHURCH OF THE BRETHREN;409 E St SE Apt 104, WASHINGTON, District of Columbia 20003;38.88252;-76.999795
MOUNT CALVARY BAPTIST CHURCH;801 N CAROLINA AVE, Washington, District of Columbia 20003;38.8878;-76.99438
MOUNT JOY BAPTIST CHURCH;514 4TH ST SE, Washington, District of Columbia 20003;38.88213;-77.000295
MOUNT MORIAH BAPTIST CHURCH;1636 E CAPITOL ST, Washington, District of Columbia 20003;38.88989;-76.98118
MOUNT PARAN BAPTIST CHURCH;1341 K ST SE, Washington, District of Columbia 20003;38.87815;-76.9868
NEW UNITED BAPTIST CHURCH;1401 S CAROLINA AVE, Washington, District of Columbia 20003;38.886435;-76.985295
PEOPLES CHURCH;535 8TH ST SE, Washington, District of Columbia 20003;38.88169;-76.99533
PLEASANT MISSIONARY LANE BAPTIST CHURCH;501 E STREET SE, Washington, District of Columbia 20003;38.882505;-76.999225
PRAYER TEMPLE CHURCH;1259 K ST SE, Washington, District of Columbia 20003;38.87831;-76.98926
PROVIDENCE BAPTIST CHURCH;526 15TH ST SE, Washington, District of Columbia 20003;38.88204;-76.98341
REFORMATION LUTHERAN CHURCH;222 E CAPITOL ST, Washington, District of Columbia 20003;38.89009;-77.00261
SAINT MARK'S EPISCOPAL CHURCH;118 3RD ST SE, Washington, District of Columbia 20003;38.88812;-77.00174
SAINT MATTHEW'S BAPTIST CHURCH;1105 NEW JERSEY AVE, Washington, District of Columbia 20003;38.8772;-77.00486
SAINT MONICA'S EPISCOPAL CHURCH;1340 MASSACHUSETTS AVE SE, Washington, District of Columbia 20003;38.88845;-76.98626
SAINT PAUL'S AUMP CHURCH;401 I ST SE, Washington, District of Columbia 20003;38.87909;-77.000365
SAINT PAUL'S AUMP CHURCH;401 I ST SE, Washington, District of Columbia 20003;38.87909;-77.000365
SAINT VINCENT DE PAUL CHURCH;S CAPITOL M, Washington, District of Columbia 20003;38.8860363;-77.0090653
ST. PETER;313 Second Street S.E., WASHINGTON, District of Columbia 20003;38.88554;-77.00363
THANKFUL BAPTIST CHURCH;1401 INDEPENDENCE AVE SE, Washington, District of Columbia 20003;38.887375;-76.98529
THE WORD OF GOD BAPTIST CHURCH;1512 K Street, Southeast, Washington, District of Columbia 20003;38.87848;-76.98345
TRIED STONE CHURCH OF CHRIST;417 9TH ST SE, Washington, District of Columbia 20003;38.88306;-76.994065
VINEYARD BAPTIST CHURCH;401 16TH ST SE, Washington, District of Columbia 20003;38.88396;-76.982465
WASHINGTON CITY CHURCH;337 N CAROLINA AVE, Washington, District of Columbia 20003;38.88513;-77.0009
CHURCH OF ACSENSION & SAINT AGNES;1217 MASSACHUSETTS AVE NW, Washington, District of Columbia 20005;38.90483;-77.02863
CHURCH OF THE EPIPHANY;1317 G ST NW, Washington, District of Columbia 20005;38.89867;-77.03047
FIRST GENESIS BAPTIST CHURCH;1527 12TH ST NW, Washington, District of Columbia 20005;38.91098;-77.02781
GRACE REFORMED CHURCH;1405 15TH ST NW, Washington, District of Columbia 20005;38.90917;-77.03429
LUTHER PLACE MEMORIAL CHURCH;1226 VERMONT AVE NW, Washington, District of Columbia 20005;38.90695;-77.031595
LUTHERAN CHURCH-MISSOURI SYNOD;5 NW THOMAS CIR # 5, Washington, District of Columbia 20005;38.90648;-77.032585
METROPOLITAN AME CHURCH;1518 M ST NW, Washington, District of Columbia 20005;38.905345;-77.03547
MOUNT OLIVET LUTHERAN CHURCH;1306 VERMONT AVE NW, Washington, District of Columbia 20005;38.90778;-77.03117
MOUNT ZION PENTECOSTAL CHURCH;1112 N ST NW, Washington, District of Columbia 20005;38.907065;-77.02777
NATIONAL CITY CHRISTIAN CHURCH;5 THOMAS CIRCLE NORTHWEST, Washington, District of Columbia 20005;38.90648;-77.032585
NATIONAL CITY CHRISTIAN CHURCH;5 THOMAS CIR NW, Washington, District of Columbia 20005;38.90648;-77.032585
NEW YORK AVENUE PRESBYTERIAN CHURCH;1313 New York Ave Nw, WASHINGTON, District of Columbia 20005;38.899985;-77.0312
SAINT JOHNS CHURCH;1525 H ST NW, Washington, District of Columbia 20005;38.900455;-77.035925
SAINT LUKE'S EPISCOPAL CHURCH;1514 15TH ST NW, Washington, District of Columbia 20005;38.91021;-77.03493
ST. MATTHEW THE APOSTLE;1725 Rhode Island Ave N.W., WASHINGTON, District of Columbia 20005;38.90639;-77.04027
3 STRANDS COMMUNITY CHURCH;1920 G STREET NORTHWEST, Washington, District of Columbia 20006;38.89813;-77.04469
CHRISTIAN SCIENCE CHURCH;900 16TH ST NW, Washington, District of Columbia 20006;38.90179;-77.036976
UNITED CHURCH;1920 G ST NW, Washington, District of Columbia 20006;38.89813;-77.04469
Citra First United Methodist Church;352-595-3151, Citra, Florida 2000 N.E. 180th St., Citra, Fl;29.411917;-82.109816
Church of God 1903;12769 Gillespie Avenue, Jacksonville, Florida 23318;30.468775;-81.625535
ADVENT LUTHERAN CHURCH PRESCHOOL;, Orange Park, Florida 32003;30.093296;-81.718984
CELEBRATION CHURCH;512 KINGSLEY AVENUE, Orange Park, Florida 32003;30.16497;-81.70512
FELLOWSHIP BAPTIST CHURCH INC.;4325 HIGHWAY 17 SOUTH, Orange Park, Florida 32003;30.11918;-81.7032
FLEMING ISLAND;7170 Highway 17, ORANGE PARK, Florida 32003;30.06403;-81.70998
FLEMING ISLAND BAPTIST CHURCH;1871 COUNTY ROAD 220, Orange Park, Florida 32003;30.10136;-81.73292
FLEMING ISLAND PRESBYTERIAN CHURCH;1743 COUNTY ROAD 220, Orange Park, Florida 32003;30.10071;-81.727165
Iglesia Pentecostal Roca Inconmovible Inc;4325 hwy 17, Orange Park, Florida 32003;30.11931;-81.70392
ORANGE COVE SEVENTH-DAY ADVENTIST CHURCH;4501 US Highway 17, ORANGE PARK, Florida 32003;30.114305;-81.70329
Paradise Church;1809 East West Parkway, Fleming Island, Florida 32003;30.09567;-81.70693
SAINT MARGARET'S-HIBERNIA EPISCOPAL CHURCH;6865 Pine Ave, ORANGE PARK, Florida 32003;30.068;-81.69643
Spirit of Excellence Christian Center of Orange Park;1879 Harbor Island Dr., Orange Park, Florida 32003;30.13809;-81.70698
FIRST BAPTIST CHURCH OF PONTE VEDRA BEACH;P.O. 3676, Ponte Vedra Beach, Florida 32004;30.194651;-81.38234
PATHWAY CHURCH;P.O. BOX 8730, Orange Park, Florida 32006;30.165471;-81.701635
AUSTELL CHRISTIAN CHURCH;5624 EDITH STREET, Austell, Georgia 30001;33.81787;-84.63627
AUSTELL CHURCH OF GOD;6041 SOUTH GORDON ROAD, Austell, Georgia 30001;33.80684;-84.60863
AUSTELL PRESBYTERIAN CHURCH;5895 LOVE STREET, Austell, Georgia 30001;33.81126;-84.63358
BETHESDA BAPTIST CHURCH;2845 WASHINGTON STREET, Austell, Georgia 30001;33.8152;-84.63825
CALVARY BAPTIST CHURCH;4780 FLINT HILL ROAD, Austell, Georgia 30001;33.83743;-84.62667
EWING ROAD BAPTIST CHURCH;4699 EWING ROAD, Austell, Georgia 30001;33.83874;-84.63329
FAITH PRESBYTERIAN CHURCH;4850 SWEETWATER VALLEY, Austell, Georgia 30001;33.8368;-84.63445
FIRST UNITED METHODIST CHURCH;5705 MULBERRY, AUSTELL, Georgia 30001;33.81548;-84.63392
FLOYD ROAD BAPTIST CHURCH;3996 FLOYD ROAD, Austell, Georgia 30001;33.85533;-84.59042
FRIENDSHIP BAPTIST CHURCH;1880 OLD ALABAMA ROAD, Austell, Georgia 30001;33.80533;-84.60707
MOUNT PISGAH BAPTIST CHURCH;851 SOUTH GORDON ROAD, Austell, Georgia 30001;33.78957;-84.57948
MOUNT SINAI BAPTIST CHURCH;6865 FACTORY SHOALS ROAD, Austell, Georgia 30001;33.78675;-84.574955
PLEASANT GROVE BAPTIST CHURCH;MOORE STREET SOUTHWEST, Austell, Georgia 30001;33.812606;-84.634378
RIVERSIDE CHURCH OF THE NAZARENE;6865 FACTORY SHOALS ROAD, Austell, Georgia 30001;33.78675;-84.574955
TABERNACLE CHURCH OF GOD;6098 CAUSEY CHAPEL, Austell, Georgia 30001;33.80636;-84.65418
TRINITY METHODIST CHURCH;821 SOUTH GORDON ROAD, Austell, Georgia 30001;33.78902;-84.57787
ZION VIEW BAPTIST CHURCH;FACTORY SHOALS ROAD, Austell, Georgia 30001;33.785265;-84.576795
ATLANTA KIRKWOOD UNITED CHURCH OF CHRIST;1994 Hosea Williams Dr, AVONDALE ESTATES, Georgia 30002;33.771494;-84.267144
HOUSE OF GOD CHURCH KEITH;3099 ROCKBRIDGE ROAD, Avondale Estates, Georgia 30002;33.77996;-84.2626
ALPHARETTA FIRST UNITED METHODIST CHURCH;69 N Main St, ALPHARETTA, Georgia 30004;34.077645;-84.293885
ALPHARETTA SEVENTH-DAY ADVENTIST CHURCH;3315 Francis Rd, ALPHARETTA, Georgia 30004;34.14297;-84.262605
BIRMINGHAM UNITED METHODIST CHURCH;15770 Birmingham Hwy, ALPHARETTA, Georgia 30004;34.16363;-84.3365
CALVARY CHAPEL ALPHARETTA;200 James Rd., ALPHARETTA, Georgia 30004;34.12708;-84.24809
MACEDONIA UNITED METHODIST CHURCH;2415 Holbrook Campground Rd, ALPHARETTA, Georgia 30004;34.21208;-84.2697
MIDWAY UNITED METHODIST CHURCH;5025 Hwy 9 N, ALPHARETTA, Georgia 30004;34.15674;-84.24378
PARK STREET UNITED METHODIST CHURCH;280 Stepping Stone Dr, ALPHARETTA, Georgia 30004;34.08216;-84.35333
RESTORATION CHURCH OF GOD NORTH ATLANTA;410 RUCKER ROAD, Alpharetta, Georgia 30004;34.0792;-84.349445
SAINT AIDAN'S EPISCOPAL CHURCH;13560 Cogburn Rd, ALPHARETTA, Georgia 30004;34.11117;-84.279695
ST JAMES UNITED METHODIST CHURCH;3000 Webb Bridge Rd, ALPHARETTA, Georgia 30004;34.07601;-84.27221
ST. THOMAS AQUINAS;535 Rucker Road, ALPHARETTA, Georgia 30004;34.07691;-84.34591
Tabernacle Baptist Church;345 South Main Street Hwy 9, Alpharetta, Georgia 30004;34.06777;-84.30293
Alpharetta Baptist Church;5815 Windward Parkway, Alpharetta, Georgia 30005;34.087595;-84.255546
Bridgeway Church;4755 Kimball Bridge Rd., Alpharetta, Georgia 30005;34.06267;-84.22311
Northside Family Worship Center;950 Whitetail Court, Alpharetta, Georgia 30005;34.0731;-84.17642
PIEDMONT UNITED METHODIST CHURCH;4505 Kimball Bridge Rd, ALPHARETTA, Georgia 30005;34.05878;-84.22737
Christ The Light Ministries;3565 Austell Rd, Marietta, Georgia 30008-5708;33.86571;-84.59249
East West Church;1521 Hurt Road, Marietta, Georgia 30008;33.86395;-84.59991
MARIETTA CENTRAL HISPANIC SEVENTH-DAY ADVENTIST CHURCH;1507 Hurt Road NW, MARIETTA, Georgia 30008;33.86271;-84.59845
SOUTHMINSTER PRESBYTERIAN CHURCH;1507 Hurt Rd, MARIETTA, Georgia 30008;33.86271;-84.59845
AIEA HONGWANJI MISSION CHURCH;99-186 PUAKALA STREET, Aiea, Hawaii 96701;21.37822;-157.92904
AIEA SEVENTH-DAY ADVENTIST CHURCH;99-005 MOANALUA ROAD, Aiea, Hawaii 96701;21.379625;-157.883255
AIEA UNITED METHODIST CHURCH;99-101 LAULIMA STREET, Aiea, Hawaii 96701;21.377175;-157.931687
ALEA KOREAN UNITED METHODIST CHURCH;99-101 LAULIMA STREET, Aiea, Hawaii 96701;21.377175;-157.931687
ANTIOCH BAPTIST CHURCH HAWAII;99-100 AIEA HEIGHTS DRIVE, Aiea, Hawaii 96701;21.38846;-157.91616
BETHANY ASSEMBLY OF GOD;98-1125 MOANALUA ROAD, Aiea, Hawaii 96701;21.38178;-157.936825
CALVARY CHAPEL HONOLULU ;98-1016 KOMO MAI DRIVE, Aiea, Hawaii 96701;21.399605;-157.948385
CALVARY CHURCH OF THE PACIFIC;99-400 AIEA HEIGHTS DRIVE, Aiea, Hawaii 96701;21.38846;-157.91616
CATHOLIC DIOCESE;99-312 MOANALUA ROAD, Aiea, Hawaii 96701;21.379625;-157.883255
