name,denom,addr,state,lat,lon
Green Hill Presbyterian Church,Presbyterian,735 East Lee Street Enterprise,AL,31.32396,-85.84569
Refuge Church,Non-Denominational,1507 E Park Avenue Enterprise,AL,31.308015,-85.82184
Robertson Ministries,Other Christian,1008 E. Park Ave Enterprise,AL,31.30776,-85.83612
The Bridge Church in Enterprise,Other Christian,1601 E Park Ave Enterprise,AL,31.30637,-85.820075
Abundant Life Fellowship,Non-Denominational,1601 E Park Ave Enterprise,AL,31.30637,-85.820075
Center Point Community Church,Assemblies of God,3351 Lynn Rd Enterprise,AL,31.34263,-85.79064
Christ-Life Church,Interdenominational,210 Plaza Dr Enterprise,AL,31.30424,-85.838355
College Avenue Church of Christ,Churches of Christ,211 W College St Enterprise,AL,31.312735,-85.85578
Iglesia Hosanna,Evangelical,502 County Road 17 GPS: 490 County Road 17 Enterprise,AL,31.308827,-85.782497
Korean First Baptist Church,Southern Baptist Convention,105 Chickasaw Rd Enterprise,AL,31.3279,-85.82165
The Grace Place Salem Baptist Church,Southern Baptist Convention,101 Tracey Cir Enterprise,AL,31.36954,-85.838405
Cool Springs Baptist Church,Southern Baptist Convention,3004 County Road 708 Enterprise,AL,31.22926,-85.82228
Enterprise Baptist Church,Baptist,102 Martin St Enterprise,AL,31.3258,-85.85877
Faith Tabernacle Church,Non-Denominational,407 Geneva Hwy Enterprise,AL,31.303664,-85.853354
Glory To Him Fellowship,Non-Denominational,707A Boll Weevil Cir Enterprise,AL,31.32475,-85.83432
Lighthouse Bible Baptist Church,Southern Baptist Convention,109 E Lee St Enterprise,AL,31.31622,-85.8542
Straight Paths Independent Baptist Church,Baptist,810 Boll Weevil Cir Enterprise,AL,31.32721,-85.83407
Whosoever Will Ministries,Non-Denominational,106 Geneva Hwy Enterprise,AL,31.310164,-85.850551
Beacon Baptist Church,Baptist,26453 Highway 134 Enterprise,AL,31.29907,-85.79294
Bethel Baptist Church,Southern Baptist Convention,1107 E Park Ave Enterprise,AL,31.30887,-85.83484
Daleville Christian Fellowship,Non-Denominational,285 Faith St Enterprise,AL,31.31601,-85.77256
Enon Baptist Church,Baptist- Independent,5695 County Road 636 Enterprise,AL,31.25542,-85.945
Life Community Cell Church,Southern Baptist Convention,224 S Main St Enterprise,AL,31.31287,-85.85328
New Jerusalem Church Of God In Christ,Church of God in Christ,314 E Grubbs St Enterprise,AL,31.31595,-85.84904
New Life Pentecostal Church,Pentecostal,2582 County Road 709 Enterprise,AL,31.28851,-85.7959
Pleasant Ridge-Enterprise,United Methodist,3902 County Road 610 Enterprise,AL,31.30193,-85.93157
Saint Beulah Baptist Church,Baptist,121 S Carroll St Enterprise,AL,31.31505,-85.86405
St Paul United Methodist Church,United Methodist,311 Geneva Hwy Enterprise,AL,31.30649,-85.85066
The Potter's House,Interdenominational,4941 Highway 27 Enterprise,AL,31.261585,-85.89005
Union Grove Baptist Church,Baptist,5333 County Road 708 Enterprise,AL,31.25919,-85.84385
Sumterville Baptist Church,Southern Baptist Convention,134 Ozment Bell Rd Epes,AL,32.71359,-88.23673
New Life Baptist Church,Baptist- Independent,759 Coosa County Road 14 Equality,AL,32.79169,-86.12715
Bethesda,Southern Baptist Convention,457 Al Highway 9 Equality,AL,32.759787,-86.10096
Freedom,Southern Baptist Convention,4082 County Road 9 Estillfork,AL,34.91062,-86.16747
Beech Grove,Southern Baptist Convention,86 County Road 232 Estillfork,AL,34.98234,-86.24604
Mount Olive Baptist Church,Baptist,777 Mount Olive Church Rd Ethelsville,AL,33.33388,-88.2773
Mt Moriah Free Will Baptist Church,Baptist,43 Heritage Rd Ethelsville,AL,33.38636,-88.13702
Ethelsville-West Alabama Worship Center,Church of God (Pentecostal),3896 County Road 75 Ethelsville,AL,33.42727,-88.20143
Friendly Baptist Church,Baptist- Independent,39 Kimberly Ln Ethelsville,AL,33.32823,-88.29016
Antioch Baptist Church,Baptist,Highway 431 Eufaula,AL,31.50991,-85.29516
Calvary Baptist Church,Southern Baptist Convention,107 Baker Dr Eufaula,AL,31.87628,-85.14953
Epworth United Methodist Church,United Methodist,440 Highway 30 Eufaula,AL,31.86577,-85.2022
First African Baptist Church,Baptist,301 S Forsyth St Eufaula,AL,31.88922,-85.13878
First Presbyterian Church,Presbyterian,201 N Randolph Ave Eufaula,AL,31.89569,-85.14344
Lake City,Southern Baptist Convention,33 Early St Eufaula,AL,31.8553,-85.16657
Northside Community Church,Community,115 S Eufaula Ave Eufaula,AL,31.89233,-85.14534
Parkview Baptist Church,Southern Baptist Convention,608 S Eufaula Ave Eufaula,AL,31.88599,-85.14566
Prayer and Faith Family Worship,Non-Denominational,645 Highway 30 Eufaula,AL,31.873036,-85.216907
Saint John Ame Church,Methodist,901 Dale Rd Eufaula,AL,31.88267,-85.15156
Saint Luke Ame Church,Methodist,234 Dr T V Mccoo Blvd S Eufaula,AL,31.89035,-85.13725
Star Baptist Church,Baptist,1300 Rivers Ave Eufaula,AL,31.88171,-85.15843
Tabernacle Baptist Church,Baptist,404 E Union St Eufaula,AL,31.89005,-85.13973
White Oak United Methodist Church,United Methodist,4180 Highway 431 S Eufaula,AL,31.78667,-85.17088
Browns Temple Church Of God In Christ,Church of God in Christ,303 E Boundry St Eufaula,AL,31.8807,-85.14456
First Baptist Church Preschool,Southern Baptist Convention,125 S Randolph Ave Eufaula,AL,31.89118,-85.1437
First United Methodist Church,United Methodist,101 E Barbour St Eufaula,AL,31.89129,-85.14543
Holy Redeemer Parish,Roman Catholic,515 W Broad St Eufaula,AL,31.89277,-85.15226
Saint James Episcopal Church,Episcopal,100 Saint James Pl Eufaula,AL,31.8952,-85.14485
Agape Outreach Ministries,Non-Denominational,1001 Dale Rd Eufaula,AL,31.875061,-85.156151
Church Of God Outreach,Church of God,63 Chewalla Rd Eufaula,AL,31.91029,-85.14813
Pleasant Hill Baptist Church,Baptist,105 Pleasant Hill Rd Eufaula,AL,31.74523,-85.233
Western Heights,Southern Baptist Convention,910 Jackson St Eufaula,AL,31.88483,-85.15883
Christian Faith Apostolic Temple Inc,Apostolic,1800 S Eufaula Ave Eufaula,AL,31.87032,-85.15708
Christian Grove,Southern Baptist Convention,1201 Five Mile Rd Eufaula,AL,31.801,-85.2385
Eufaula Christ Centered Outreach,Non-Denominational,211 Saint Francis Rd Eufaula,AL,31.91123,-85.13957
First United Pentecostals of Abbeville,United Pentecostal Church International,603 Pump Station Rd Eufaula,AL,31.88446,-85.16124
New Birth Center Cogic,Church of God in Christ,2425 Fox Ridge Rd Eufaula,AL,31.92778,-85.19639
New Mount Zion Ame,Methodist,241 Macedonia Dr Eufaula,AL,31.883213,-85.143075
Pleasant Hill,Southern Baptist Convention,130 Pleasant Hill Rd Eufaula,AL,31.74444,-85.23498
Repentance Church Of God,Church of God,120 Nancy Ross Dr Eufaula,AL,31.87445,-85.15111
Shady Grove Missionary Baptist Church,Baptist,1204 Rutherford Rd Eufaula,AL,32.1526,-85.30747
Washington Street United Methodist Church,United Methodist,400 S Eufaula Ave Eufaula,AL,31.88668,-85.14565
Word Of Life Christian Center,Non-Denominational,108 State Docks Rd Eufaula,AL,31.86487,-85.1493
Beulah Baptist Church,Southern Baptist Convention,10743 County Road 191 Eutaw,AL,33.02325,-87.88013
Church Of Christ,Church of Christ,108 Vera Vista Ave Eutaw,AL,32.8361,-87.88235
Eutaw Baptist Church,Southern Baptist Convention,225 Main St Eutaw,AL,32.84144,-87.89122
Eutaw St Paul,United Methodist,621 Greensboro St Eutaw,AL,32.83552,-87.87894
First Baptist Church,Baptist,407 Greensboro St Eutaw,AL,32.836925,-87.881198
First Presbyterian Church,Presbyterian,300 Main St Eutaw,AL,32.841186,-87.890389
Second Baptist Church,Baptist,217 Tuscaloosa St Eutaw,AL,32.84056,-87.88061
Clinton Baptist Church,Baptist,130 Al Highway 39 Eutaw,AL,32.911046,-88.003185
First SDA Church Eutaw,Seventh Day Adventist,402 Vera Vista Ave Eutaw,AL,32.83242,-87.88447
St Leo The Great Parish,Roman Catholic,307 S Main Ave Demopolis,AL,32.51431,-87.83866
Cumberland Presbyterian Church,Presbyterian,9937 County Road 208 Eutaw,AL,33.02772,-87.93054
Pleasant Ridge Presbyterian Church,Presbyterian,2643 County Road 117 Eutaw,AL,32.91417,-88.02526
Harmony Primitive Baptist Church,Baptist,394 Copper Springs Rd Eva,AL,34.35632,-86.754357
Journey Church Assembly of God,Assemblies of God,3683 Eva Rd Eva,AL,34.34356,-86.76303
Westside Baptist Church,Baptist,4250 Highway 55 E Eva,AL,34.33367,-86.76748
Lawrence Cove Baptist Church,Baptist,394 Copper Springs Rd Eva,AL,34.35632,-86.754357
Daniels Chapel,Southern Baptist Convention,780 Daniels Chapel Rd Eva,AL,34.32883,-86.72133
Rock Creek,Southern Baptist Convention,3036 Lawrence Cove Rd Eva,AL,34.36628,-86.68241
Rock Creek Baptist Church,Baptist,376 Pentecost Rd Eva,AL,34.311685,-86.713716
Etha Baptist Church,Baptist,51 Fowler Rd Eva,AL,34.31451,-86.742705
Eva Church Of Christ,Church of Christ,4317 Eva Rd Eva,AL,34.32586,-86.76107
Abundant Life Assembly of God Church,Assemblies of God,107 Pinecrest St Evergreen,AL,31.43636,-86.94319
Bower Memorial,Southern Baptist Convention,301 Wild Ave Evergreen,AL,31.441,-86.9729
Conecuh Baptist Association,Baptist,426 Rural St Evergreen,AL,31.437438,-86.959941
Evergreen Baptist Church,Southern Baptist Convention,107 Park St Evergreen,AL,31.4304,-86.9525
First United Methodist Church,United Methodist,118 Desplous St Evergreen,AL,31.43246,-86.95433
Arkadelphia,Southern Baptist Convention,Rr 2 Box 60 Evergreen,AL,31.433499,-86.956918
Arkadelphia Baptist Church,Southern Baptist Convention,6396 Loree Rd Evergreen,AL,31.47925,-87.0659
Brownville Ph Church,International Pentecostal Holiness,2367 County Road 22 Evergreen,AL,31.4667,-86.89573
Fairview,Southern Baptist Convention,680 Hamden Ridge Rd Evergreen,AL,31.38644,-87.03157
Midway,Southern Baptist Convention,21950 Highway 83 Evergreen,AL,31.66328,-87.04103
New Providence,Southern Baptist Convention,Hc 35 Box 148-2 Evergreen,AL,31.195983,-86.79483
Skinnerton,Southern Baptist Convention,8760 Highway 83 Evergreen,AL,31.55463,-86.97596
Your Bible Speaks SDA Company,Seventh Day Adventist,102 Rural St Evergreen,AL,31.43534,-86.95584
Centennial No1 Missionary Baptist Church,Baptist,4568 Loree Rd Evergreen,AL,31.46037,-87.03793
Evergreen Church Of God,Church of God,303 Dr Martin Luther King Jr Dr Evergreen,AL,31.4323,-86.95194
Holly Grove,Southern Baptist Convention,104 Spring St Evergreen,AL,31.42057,-86.95429
Jones Chapel,Southern Baptist Convention,2117 Jones Chapel Rd Evergreen,AL,31.47199,-86.83308
Mount Zion Ame Zion Church,African Methodist Episcopal,405 Cemetery Ave Evergreen,AL,31.43404,-86.94616
Olive Branch,Southern Baptist Convention,3997 Old Greenville Rd Evergreen,AL,31.48092,-86.90132
Presbyterian Church,Presbyterian,118 Cemetery Ave Evergreen,AL,31.43402,-86.95125
Saint Pauls United Methodist Church,United Methodist,322 Cemetery Ave Evergreen,AL,31.43385,-86.94909
Harmony Baptist Church,Southern Baptist Convention,13130 County Road 33 Fackler,AL,34.7939,-86.02616
New Life Baptist Church,Southern Baptist Convention,8292 County Road 39 Fackler,AL,34.85702,-86.03076
Friendship,Southern Baptist Convention,87 County Road 45 Fackler,AL,34.79168,-85.90922
Roaches Cove,Southern Baptist Convention,1000 County Road 55 Fackler,AL,34.82344,-85.927
Antioch Missionary Baptist Church,Baptist,400 Milstead Rd Fairfield,AL,33.46575,-86.93607
Church Of God,Church of God,434 54th St Fairfield,AL,33.484335,-86.91153
Church of The Reconciler Charismatic Episcopal Church,Episcopal,4601 Gary Ave Fairfield,AL,33.491105,-86.914985
Fairfield First Church Of God,Church of God,118 59th St Fairfield,AL,33.47961,-86.91729
Galilee Baptist Church,Baptist,219 Jerry Coleman St Fairfield,AL,33.47563,-86.915615
Jones Chapel Ame Church,Methodist,225 57th St Fairfield,AL,33.48121,-86.91582
Miles Chapel Cme Church,Methodist,5216 Myron Massey Blvd Fairfield,AL,33.482465,-86.90741
Moody Temple Cme Church,Methodist,228 61st St Fairfield,AL,33.477955,-86.91531
Mount Olive Baptist Church,Baptist,5400 Avenue H Fairfield,AL,33.48136,-86.9054
Mount Pilgrim Baptist Church,Baptist,143 Seminole Cir Fairfield,AL,33.468715,-86.924605
Pleasant Grove Baptist Church,Baptist,401 52nd St Fairfield,AL,33.4858,-86.91207
Saint Paul Ame Church,Methodist,6513 Avenue E Fairfield,AL,33.47397,-86.9124
St Mary's Catholic Church,Roman Catholic,6101 Dr Martin Luther King Dr Fairfield,AL,33.476385,-86.90735
Christ Episcopal Church,Episcopal,4912 Richard M Scrushy Pkwy Fairfield,AL,33.48907,-86.91095
First Baptist Church Of Fairfield,Southern Baptist Convention,4816 Carnegie Ave Fairfield,AL,33.49006,-86.914915
First SDA Church of Fairfield,Seventh Day Adventist,540 54th St Fairfield,AL,33.48432,-86.90959
Thomas Chapel Ame Zion Church,African Methodist Episcopal Zion,201 60th St Fairfield,AL,33.47837,-86.916455
Fairfield Church Of Christ,Church of Christ,5700 Avenue E Fairfield,AL,33.4807,-86.91129
Blessed Assembly Church Of God,Assemblies of God,420 Forest Dr Fairfield,AL,33.469005,-86.92663
Fairfield Highlands United Methodist Church,United Methodist,842 Glen Oak Dr Fairfield,AL,33.45665,-86.93919
Mount Olive Baptist Church Anx,Baptist,5321 Court G Fairfield,AL,33.48164,-86.905825
3Circle Church,Southern Baptist Convention,10274 State Highway 104 Fairhope,AL,30.543335,-87.847465
Barnwell Baptist Church,Southern Baptist Convention,7920 Us Highway 98 Fairhope,AL,30.42125,-87.885877
Calvary Chapel Fairhope,Calvary Chapel,21111 State Highway 181 Fairhope,AL,30.53257,-87.853075
Celebration Church of Fairhope,Assemblies of God,8180 Dyer Rd Fairhope,AL,30.534065,-87.883
Christian Valley Baptist Church,Baptist,211 Young St Fairhope,AL,30.5188,-87.8945
Church Of Christ,Church of Christ,890 Greeno Rd N Fairhope,AL,30.54304,-87.886995
Church Of God In Christ,Church of God in Christ,365 Young St Fairhope,AL,30.51481,-87.893975
Church Of The Lord Jesus,Non-Denominational,11701 County Road 48 Fairhope,AL,30.52399,-87.82333
Church on the Eastern Shore South Campus,Southern Baptist Convention,10274 State Hwy 104 Fairhope,AL,30.543335,-87.847465
Eastern Shore Presbyterian Church,Presbyterian,23050 Us Highway 98 Fairhope,AL,30.56174,-87.89301
Fairhope Christian Church,Disciples of Christ,349 Fairwood Blvd Fairhope,AL,30.529615,-87.897955
Fairhope United Methodist Church,United Methodist,155 S Section St Fairhope,AL,30.51947,-87.90219
Family Ministries Center,Charismatic,9955 County Road 34 Fairhope,AL,30.4881,-87.854745
First Baptist Church,Baptist,300 S Section St Fairhope,AL,30.51747,-87.9027
Fish River Baptist Church,Baptist,17140 County Road 33 Fairhope,AL,30.474305,-87.817535
Good Samaritan Sanctuary,Non-Denominational,7208 Twin Beech Rd Fairhope,AL,30.50139,-87.899485
Redeemer Lutheran Church,Lutheran Church of Missouri Synod,200 S Section St Fairhope,AL,30.51874,-87.9034
Sacred Heart Chapel,Roman Catholic,370 S Section St Fairhope,AL,30.514865,-87.90355
Saint Lawrence Catholic Church,Catholic,370 S Section St Fairhope,AL,30.514865,-87.90355
South River Park Church Of God,Church of God,10993 County Road 32 Fairhope,AL,30.47337,-87.83671
Twin Beach Ame Zion Church,African Methodist Episcopal,6664 Twin Beech Rd Fairhope,AL,30.50153,-87.90863
Fairhope Avenue Baptist Church,Southern Baptist Convention,8717 Fairhope Ave Fairhope,AL,30.524595,-87.87386
Fairhope Community Church,Southern Baptist Convention,329 South Greeno Road Fairhope,AL,30.53007,-87.88619
Destiny Center,Charismatic,906 Nichols Ave Fairhope,AL,30.516045,-87.88526
Fairhope Assembly Of God,Assemblies of God,8180 Dyer Rd Fairhope,AL,30.534065,-87.883
Fairhope SDA Church,Seventh Day Adventist,22886 Us Highway 98 Fairhope,AL,30.55887,-87.892965
Faith Baptist Church,Baptist,329 Greeno Rd S Fairhope,AL,30.517215,-87.88557
Faith Baptist Church Of Fairhope,Southern Baptist Convention,329 Greeno Rd S Fairhope,AL,30.517215,-87.88557
Saint James Church,Episcopal,860 N Section St Fairhope,AL,30.54438,-87.89589
Celebration United Methodist Church,United Methodist,23946 US Highway 98 Fairhope,AL,30.57381,-87.89546
Lebanon Chapel Ame Church,African Methodist Episcopal,19796 Young St Fairhope,AL,30.51337,-87.89388
Morgans Chapel United Methodist Church,United Methodist,20451 Thompson Hall Rd Fairhope,AL,30.52275,-87.86193
Fairhope Church Of God,Church of God,18246 Greeno Rd Fairhope,AL,30.490655,-87.88502
Fairhope Friends Meeting,Quaker,9261 Fairhope Ave Fairhope,AL,30.524085,-87.8652
Holy Trinity Lutheran Church,Lutheran,19098 Fairfield Dr Fairhope,AL,30.50318,-87.870275
Life Tabernacle UPC,United Pentecostal Church International,9526 County Road 32 Fairhope,AL,30.470445,-87.860425
Saint Joseph Baptist Church,Baptist,19307 Ingleside Ave Fairhope,AL,30.50643,-87.8908
First Baptist Falkville,Southern Baptist Convention,305 E Main St Falkville,AL,34.367265,-86.904747
Lebanon Baptist Church,Southern Baptist Convention,1273 Highway 55 W Falkville,AL,34.35037,-86.95474
Roundtop Church Parsonage,Non-Denominational,133 Roundtop Rd Falkville,AL,34.34519,-86.97888
Victory Fellowship,Non-Denominational,417 E Pike Rd Falkville,AL,34.36889,-86.90545
Bell Springs Baptist Church,Southern Baptist Convention,91 Bell Springs Rd Falkville,AL,34.31729,-86.91104
Falkville Church of God,Church of God,87 West 3th. St. 87 west 3th st. Falkville,AL,34.36843,-86.908616
Fairview Church Of God,Church of God,1160 W Lacon Rd Falkville,AL,34.34047,-86.95013
First Baptist Church,Baptist,306 E Main St Falkville,AL,34.36668,-86.90495
Hills Chapel,Church of God (Pentecostal),536 Hills Chapel Rd Falkville,AL,34.325275,-86.811675
Mt Nebo,Southern Baptist Convention,111 Mount Nebo Rd Falkville,AL,34.36243,-87.02551
Mt View Missionary Baptist Church,Southern Baptist Convention,274 Wilson Mountain Rd Falkville,AL,34.4009,-86.80288
New Hope North,Southern Baptist Convention,2311 Wilhite Rd Falkville,AL,34.31528,-86.86436
Cross Independent Kjv Baptist Church,Baptist,23654 US Highway 31 Falkville,AL,34.30344,-86.89906
Ebenezer Freewill Baptist Church,Baptist,1149 E Lacon Rd Falkville,AL,34.33569,-86.8559
Falkville Methodist Church,Methodist,253 E Main St Falkville,AL,34.3672,-86.903087
Gandys Cove United Methodist Church,United Methodist,154 Gandys Cove Rd Falkville,AL,34.35944,-86.81584
Hills Chapel Church Of God,Church of God,387 Hills Chapel Rd Falkville,AL,34.32534,-86.81683
Mt Carmel Baptist,Southern Baptist Convention,287 Mt. Carmel rd. Falkville,AL,34.32722,-86.80651
New Hope North Baptist Church,Baptist,270 County Road 1392 Falkville,AL,34.30611,-86.8661
Pine Street Independence Baptist Church,Baptist,131 E Pine St Falkville,AL,34.36746,-86.89946
Calvary Baptist Church,Southern Baptist Convention,3715 Highway 171 N Fayette,AL,33.73584,-87.81675
Central Church of Christ,Churches of Christ,415 16th St Ne Fayette,AL,33.70879,-87.81881
Church Of Christ Study,Church of Christ,809 2nd Ave Ne Fayette,AL,33.69401,-87.82941
Fayette First Baptist Church,Southern Baptist Convention,432 Temple Ave N Fayette,AL,33.68911,-87.83058
First Free Will Baptist Church,Baptist,918 Temple Ave N Fayette,AL,33.695151,-87.830308
McConnell Chapel,African Methodist Episcopal Zion,465 3rd St Nw Fayette,AL,33.68983,-87.83842
Mountain View Apostolic UPC,United Pentecostal Church International,1840 Gordo Rd Sw Fayette,AL,33.66782,-87.83785
Mt Vernon United Methodist Church,United Methodist,5876 Highway 18 W Fayette,AL,33.73394,-87.90398
Rehobeth Baptist Church,Baptist,2885 Highway 102 Fayette,AL,33.76272,-87.74712
Saint Michael's Episcopal Church,Episcopal,431 10th St Nw Fayette,AL,33.69757,-87.83381
Shepherd Baptist Church,Southern Baptist Convention,10722 Highway 171 S Fayette,AL,33.54586,-87.80192
Southside Baptist Church,Southern Baptist Convention,203 10th St Sw Fayette,AL,33.67664,-87.83518
Fayette First United Methodist Church,United Methodist,412 Temple Ave. N Fayette,AL,33.68911,-87.83058
Church Of God Parsonage,Church of God,611 Temple Ave S Fayette,AL,33.68034,-87.83086
Beaver Creek,Southern Baptist Convention,3380 County Road 4 Fayette,AL,33.62533,-87.91647
Bethel,Southern Baptist Convention,4884 County Road 51 Fayette,AL,33.81384,-87.87686
Macedonia,Southern Baptist Convention,4581 County Road 35 Fayette,AL,33.63268,-87.80536
North Highland Baptist Church,Southern Baptist Convention,10845 County Road 53 N Fayette,AL,33.80511,-87.7311
Palestine Baptist Church,Baptist,2077 Palestine Rd Fayette,AL,33.61299,-87.85372
Pilgrim Rest,Southern Baptist Convention,6434 Highway 159 Fayette,AL,33.61322,-87.86455
Wesley Chapel,United Methodist,378 Bethlehem Cir Fayette,AL,33.74829,-87.80112
Catholic Holy Family Church,Catholic,423 19th St NW Fayette,AL,33.71267,-87.82834
Church Of God Of Prophecy,Church of God,1537 Temple Ave N Fayette,AL,33.70533,-87.8254
First Assembly Of God,Assemblies of God,626 Temple Ave N Fayette,AL,33.69192,-87.83038
First Baptist Church,Baptist,440 1st St SW Fayette,AL,33.68444,-87.83532
First Baptist Church of Flomaton,Southern Baptist Convention,648 Houston St Flomaton,AL,31.00332,-87.26353
Little Escambia,Southern Baptist Convention,445 Highway 113 Flomaton,AL,31.02714,-87.25483
New Beginnings Baptist Church,Southern Baptist Convention,3734 Old Atmore Rd Flomaton,AL,30.99879,-87.29626
Flomaton United Methodist Church,United Methodist,401 Palafox St Flomaton,AL,31.00266,-87.26009
Chapel Hill Baptist Church,Baptist,3863 Al Highway 54 Florala,AL,31.02863,-86.23259
Chapel Hill Baptist Church,Southern Baptist Convention,3863 Al Highway 54 Florala,AL,31.02863,-86.23259
First Lutheran Church,Lutheran Church of Missouri Synod,24512 5th Ave Florala,AL,30.99911,-86.30775
First Presbyterian Church,Presbyterian,23492 5th Ave Florala,AL,31.00381,-86.32561
Florala First United Methodist Church,United Methodist,1328 5th St Florala,AL,31.00742,-86.32736
Red Oakbaptist Church,Southern Baptist Convention,13667 Al Highway 55 Florala,AL,31.13951,-86.46184
Florala First Baptist,Southern Baptist Convention,23593 5th Ave Florala,AL,31.00324,-86.32395
Floral Church Of God Youth Dept,Church of God,22564 8th Ave Florala,AL,31.01117,-86.32997
North Creek,Southern Baptist Convention,4383 Glen Chambers Rd Florala,AL,31.0506,-86.44087
Red Oak Baptist Church,Baptist,Rr 1 Florala,AL,36.53621,-91.51479
Church Of God Parsonage,Church of God,22594 8th Ave Florala,AL,31.01063,-86.32954
First African Baptist Church,Baptist,23109 7th Ave Florala,AL,31.00667,-86.32475
First Assembly of God,Assemblies of God,23004 5th Ave Florala,AL,31.00735,-86.33203
First United Pentecostal Church,Pentecostal,1815 9th St Florala,AL,31.00841,-86.33417
Westside Baptist Church,Southern Baptist Convention,21967 Lockhart Blvd Florala,AL,31.00897,-86.33807
Westside Baptist Church,Baptist,511 Covington St Florala,AL,31.010808,-86.338493
Calvary Fellowship,Pentecostal,424 E Tombigbee St Florence,AL,34.80383,-87.67189
Central,Southern Baptist Convention,1600 Huntsville Rd Florence,AL,34.8065,-87.654065
Central Heights,Southern Baptist Convention,10090 County Road 15 Florence,AL,34.896045,-87.78958
Chapel,Non-Denominational,3051 Cloverdale Rd Florence,AL,34.85357,-87.69092
Chisolm Hills Church Of Christ,Churches of Christ,2810 Chisholm Rd Florence,AL,34.84173,-87.66552
Christian Fellowship,Southern Baptist Convention,7150 Guston St Florence,AL,34.84087,-87.59892
Church of the Highlands Shoals Campus,Other Christian,10 Hightower Place Florence,AL,34.81051,-87.63305
College View Church Of Christ,Church of Christ,851 N Pine St Florence,AL,34.81085,-87.68514
Creekside Church,Non-Denominational,2315 Roberts Ln Florence,AL,34.83358,-87.69433
Darby Drive Church of Christ,Church of Christ,1350 Cox Creek Pkwy Florence,AL,34.83911,-87.69779
East Florence Church Of Christ,Church of Christ,1800 Huntsville Rd Florence,AL,34.80728,-87.65192
Eastwood Church Of Christ,Church of Christ,102 N Leland Dr Florence,AL,34.8214,-87.62839
Fairview Baptist Church,Southern Baptist Convention,4825 Huntsville Rd Florence,AL,34.829869,-87.616586
Faith Church,Non-Denominational,3601 Florence Blvd Florence,AL,34.842455,-87.60011
First Assembly of God,Assemblies of God,3610 Helton Dr Florence,AL,34.85076,-87.66339
First Christian Church,Disciples of Christ,700 N Wood Ave Florence,AL,34.80975,-87.677625
First Church Of The Nazarene,Church of the Nazarene,102 Fairground Rd Florence,AL,34.836595,-87.68616
First Cumberland Presbyterian,Presbyterian,2422 Darby Dr Florence,AL,34.83586,-87.65189
First Free Will Baptist Church,National Association of Free Will Baptists,2701 Florence Blvd Florence,AL,34.831215,-87.629925
First Presbyterian Church,Presbyterian,224 E Mobile St Florence,AL,34.80159,-87.67462
First United Methodist Church,United Methodist,415 N Seminary St Florence,AL,34.80398,-87.67677
Florence Baptist Church,Baptist- Independent,2301 N Wood Ave Florence,AL,34.83301,-87.686695
Florence Boulevard Church of Christ,Churches of Christ,2502 Florence Blvd Florence,AL,34.82805,-87.63668
Forest Hills Baptist,Southern Baptist Convention,110 Stovall Dr Florence,AL,34.84888,-87.67774
Good Shepherd Lutheran Church,Lutheran,2001 Cloyd Blvd Florence,AL,34.83681,-87.650905
Grace Christian Baptist Church,Southern Baptist Convention,7731 Highway 43 Florence,AL,34.958925,-87.528935
Greater Saint Paul Ame Church,African Methodist Episcopal,129 S Cherokee St Florence,AL,34.79717,-87.68296
Helton Drive Church Of Christ,Church of Christ,2250 Helton Dr Florence,AL,34.83551,-87.66934
Hendrix Rd Baptist Church,Baptist- Independent,825 County Road 457 Florence,AL,34.86464,-87.70616
Hendrix Road Baptist Church,Baptist,825 County Road 457 Florence,AL,34.86464,-87.70616
Highland Baptist,Southern Baptist Convention,219 Simpson St Florence,AL,34.81862,-87.67906
Jackson Heights Church Of Christ,Church of Christ,1031 Hermitage Dr Florence,AL,34.81558,-87.670515
Liberty Baptist Church,Southern Baptist Convention,13550 County Road 8 Florence,AL,34.94994,-87.82719
Mars Hill Church Of Christ,Church of Christ,1330 Mars Hill Rd Florence,AL,34.85175,-87.66049
Midway Church Of Christ,Church of Christ,6000 Highway 43 Florence,AL,34.93256,-87.53142
Mount Moriah Pb Church,Pentecostal,820 W Irvine Ave Florence,AL,34.80161,-87.68861
New Birth Ministries,Non-Denominational,225 S Spurr St Florence,AL,34.80833,-87.64708
North Village Baptist Church,Baptist,8600 County Road 200 Florence,AL,34.836945,-87.736115
North Wood a United Methodist Church,United Methodist,1129 Wills Ave Florence,AL,34.81593,-87.68234
Our Redeemer Lutheran Church,Lutheran Church of Missouri Synod,630 N Poplar St Florence,AL,34.80874,-87.6742
Parkway First Church Of God,Church of God,663 Cox Creek Pkwy Florence,AL,34.843205,-87.658315
Petersville Church Of Christ,Church of Christ,3601 Cloverdale Rd Florence,AL,34.85496,-87.69224
Pleasant Hill United Methodist,United Methodist,2705 County Road 222 Florence,AL,34.87454,-87.77888
Rock Primitive Baptist Church,Baptist,Gunwaleford Rd Florence,AL,34.79686,-87.73692
Saint Bartholomew's Episcopal Church,Episcopal,1900 Darby Dr Florence,AL,34.830025,-87.65504
Saint Marks Baptist Church,Baptist,220 E Alabama St Florence,AL,34.79906,-87.67233
Sherrod Avenue Church Of Christ,Churches of Christ,1207 Sherrod Ave Florence,AL,34.81812,-87.68407
