name;addr
Trinity Baptist Church;1601 W INTERSTATE 40,Amarillo,,TX,79109-1800
Templo Bautista Damasco;PO Box 362,Friona,,TX,79035-0362
Temple Baptist Church;3208 S VAN BUREN ST,Amarillo,,TX,79109-3742
Coulter Road Baptist Church;4108 S Coulter St,Amarillo,,TX,79109-5043
South Lawn Baptist Church;4306 S WASHINGTON ST,Amarillo,,TX,79110-2016
South Georgia Baptist Church;5209 S Georgia St,Amarillo,,TX,79110-3230
Pleasant Valley Baptist Church;555 E HASTINGS AVE,Amarillo,,TX,79108-5240
Second Baptist Church;419 N BUCHANAN ST,Amarillo,,TX,79107-5377
Paramount Baptist Church;3801 S Western ST,Amarillo,,TX,79109-5594
Palo Duro Baptist Church;5704 Fm 809,Wildorado,,TX,79098-6012
Immanuel Baptist Church;927 N MIRROR ST,Amarillo,,TX,79107-6735
Hillcrest Baptist Church;2901 Martin Rd,Amarillo,,TX,79107-6901
First Baptist Church;PO BOX 414,VEGA,,TX,79092-0414
First Baptist Church;404 W 5TH ST,Friona,,TX,79035-2542
First Baptist Church;1208 S TYLER ST,Amarillo,,TX,79101-4296
Eastridge Baptist Church;1300 EVERGREEN ST,Amarillo,,TX,79107-7568
Cliffside Baptist Church;8320 Cliffside Rd,Amarillo,,TX,79124-4812
The Church at Bushland;1800 FM 2381,Bushland,,TX,79012
Bolton Street Baptist Church, Amarillo;2555 S Bolton St,Amarillo,,TX,79103-6514
Avenue Baptist Church;130 N. 25 Mile Ave,Hereford,,TX,79045-4208
Wylie Baptist Church;6097 Buffalo Gap Rd,Abilene,,TX,79606-4905
View Baptist Church;250 BOYNTON RD,Abilene,,TX,79606-6034
University Baptist Church;473 Cypress St. STE 210,Abilene,,TX,79601-5143
Southwest Park Baptist Church;2901 S 20th St,Abilene,,TX,79605-5918
South Side Baptist Church, Abilene;1425 S 7th St,Abilene,,TX,79602-2524
Second Baptist Church;901 VICTORIA ST,Abilene,,TX,79603-5023
Pioneer Drive Baptist Church;701 S Pioneer Dr,Abilene,,TX,79605-2739
Ovalo Baptist Church;PO BOX 122,OVALO,,TX,79541-0122
North Park Baptist Church;1525 Anson Ave,Abilene,,TX,79601-1415
Berry Lane Baptist Church;1515 Lakeside Dr,Abilene,,TX,79602-4123
Immanuel Baptist Church;1241 CYPRESS ST,Abilene,,TX,79601-3522
Hamby Baptist Church;156 County Road 503,Abilene,,TX,79601-7400
College View Baptist Church;PO BOX 2199,Abilene,,TX,79604-2199
Friendship Baptist Church;802 Pecan St,Abilene,,TX,79602-2732
Primera Iglesia Bautista;PO BOX 322,ABILENE,,TX,79604-0322
First Baptist Church;PO BOX 35,TUSCOLA,,TX,79562-0035
Elmwood Baptist Church;2933 S 7th St,Abilene,,TX,79605-3047
Bateman Baptist Church;PO Box 340,Red Rock,,TX,78662-0340
Baptist Temple Church;1804 CANTERBURY ST,Austin,,TX,78702-5407
Westway Baptist Church;2946 Fm 1058,Hereford,,TX,79045-7404
Trinity Baptist Church;1601 W INTERSTATE 40,Amarillo,,TX,79109-1800
Templo Bautista Damasco;PO Box 362,Friona,,TX,79035-0362
Temple Baptist Church;3208 S VAN BUREN ST,Amarillo,,TX,79109-3742
Coulter Road Baptist Church;4108 S Coulter St,Amarillo,,TX,79109-5043
South Lawn Baptist Church;4306 S WASHINGTON ST,Amarillo,,TX,79110-2016
South Georgia Baptist Church;5209 S Georgia St,Amarillo,,TX,79110-3230
Pleasant Valley Baptist Church;555 E HASTINGS AVE,Amarillo,,TX,79108-5240
Second Baptist Church;419 N BUCHANAN ST,Amarillo,,TX,79107-5377
Paramount Baptist Church;3801 S Western ST,Amarillo,,TX,79109-5594
Palo Duro Baptist Church;5704 Fm 809,Wildorado,,TX,79098-6012
Immanuel Baptist Church;927 N MIRROR ST,Amarillo,,TX,79107-6735
Hillcrest Baptist Church;2901 Martin Rd,Amarillo,,TX,79107-6901
First Baptist Church;PO BOX 414,VEGA,,TX,79092-0414
First Baptist Church;404 W 5TH ST,Friona,,TX,79035-2542
First Baptist Church;1208 S TYLER ST,Amarillo,,TX,79101-4296
Eastridge Baptist Church;1300 EVERGREEN ST,Amarillo,,TX,79107-7568
Cliffside Baptist Church;8320 Cliffside Rd,Amarillo,,TX,79124-4812
The Church at Bushland;1800 FM 2381,Bushland,,TX,79012
Bolton Street Baptist Church, Amarillo;2555 S Bolton St,Amarillo,,TX,79103-6514
Avenue Baptist Church;130 N. 25 Mile Ave,Hereford,,TX,79045-4208
Wylie Baptist Church;6097 Buffalo Gap Rd,Abilene,,TX,79606-4905
View Baptist Church;250 BOYNTON RD,Abilene,,TX,79606-6034
University Baptist Church;473 Cypress St. STE 210,Abilene,,TX,79601-5143
Southwest Park Baptist Church;2901 S 20th St,Abilene,,TX,79605-5918
South Side Baptist Church, Abilene;1425 S 7th St,Abilene,,TX,79602-2524
Second Baptist Church;901 VICTORIA ST,Abilene,,TX,79603-5023
Pioneer Drive Baptist Church;701 S Pioneer Dr,Abilene,,TX,79605-2739
Ovalo Baptist Church;PO BOX 122,OVALO,,TX,79541-0122
North Park Baptist Church;1525 Anson Ave,Abilene,,TX,79601-1415
Berry Lane Baptist Church;1515 Lakeside Dr,Abilene,,TX,79602-4123
Immanuel Baptist Church;1241 CYPRESS ST,Abilene,,TX,79601-3522
Hamby Baptist Church;156 County Road 503,Abilene,,TX,79601-7400
College View Baptist Church;PO BOX 2199,Abilene,,TX,79604-2199
Friendship Baptist Church;802 Pecan St,Abilene,,TX,79602-2732
Primera Iglesia Bautista;PO BOX 322,ABILENE,,TX,79604-0322
First Baptist Church;PO BOX 35,TUSCOLA,,TX,79562-0035
Elmwood Baptist Church;2933 S 7th St,Abilene,,TX,79605-3047
Crescent Heights Baptist Church;1902 N MOCKINGBIRD LN,Abilene,,TX,79603-3328
Mosaic Church of Abilene;6610 Us Highway 277 S,Abilene,,TX,79606-1818
Calvary Baptist Church;PO BOX 384,ABILENE,,TX,79604-0384
Broadview Baptist Church;2500 S 27TH ST,Abilene,,TX,79605-6322
Belmont Baptist Church;2117 PALM ST,Abilene,,TX,79602-5817
Ash Street Baptist Church;1366 Ash St,Abilene,,TX,79601-3624
Ambler Baptist Church;2150 PARK AVE,Abilene,,TX,79603-2661
Iglesia Bautista Gracia Y Verdad;3031 Veterans Blvd,Pigeon Forge,,TN,37863-3177
The Campus Church at Mid-America Baptist Theological Seminary;2095 Appling Rd,Cordova,,TN,38016-4911
Redemption Fellowship;Joelton First Baptist Church 7106 Whites Creek Pike,Joelton,,TN,37080-8632
New Beginnings Pellham;28226 State Route 50,Pelham,,TN,37366
Christ Community Afghan Church;171 Avon Rd,Memphis,,TN,38117-2505
Silverdale Baptist Church - North Ooltewah Campus;8761 Snowy Owl Rd,Ooltewah,,TN,37363-2510
Grace Baptist Church - Greenbrier Campus;2354 Highway 41 S Ste P,Greenbrier,,TN,37073-5514
Faith Promise Church - Anderson Campus;1115 N Charles G Seivers Blvd,Clinton,,TN,37716-3946
Selmer First Baptist Church - North Campus;675 Dowty Rd,Selmer,,TN,38375-4420
Brazilian Mission of Brown Missionary Baptist Church;7393 Spradlin CT, 102,Cordova,,TN,38016
Grace Bible Church Lakeland;9160 Us Highway 64 Ste 12-194,Lakeland,,TN,38002-4766
Depot City;2601 E Center St,Kingsport,,TN,37664-2713
Hispana Iglesia Bautista Gallatin;205 E Main St Ste 3,Gallatin,,TN,37066-2908
The Church At West Franklin;700 New Highway 96 W,Franklin,,TN,37064-2447
The Church at Avenue South;2510 Franklin Pike # 1,Nashville,,TN,37204
The Church at Station Hill;8083 Station Hill Dr,Spring Hill,,TN,37174-3152
Englewood North Baptist Church;501 Blackmon St,Medina,,TN,38355-8844
Englewood Baptist Church East Campus;1646 Highway 70E,Jackson,,TN,38305
OneLife East;2900 Knoxville Center Dr,Knoxville,,TN,37924
Mision Bautista Sevierville;1754 Buffalo Trl,Morristown,,TN,37814-4250
Iglesia Bautista Fuente de Agua Viva;1624 Highway 41A N,Shelbyville,,TN,37160-5503
Living Hope Tylertown;1200 Winterset Dr,Clarksville,,TN,37040-1446
New Collective Church;100 Centre Park Dr,Johnson City,,TN,37615
Knoxville International Church;11604 Edison Dr,Knoxville,,TN,37932-3032
Mason Cowboy Church;143 Hwy 70 W,Mason,,TN,38049-5401
Grove Hill Church;5216 Nashville Hwy,Chapel Hill,,TN,37034-2067
His People Church;7709 Westland Dr,Knoxville,,TN,37919-7156
Victory in Christ Christian Church;1683 S Parkway,Memphis,,TN,38106
Perfecting Love Community Church;3180 Old Getwell Rd,Memphis,,TN,38118
Restoration Fellowship;PO Box 592,New Market,,TN,37820
HMONG True Life Baptist Church;6607 Lebanon Rd,Murfreesboro,,TN,37129-7855
Renewed Church;213 E. Center St,Kingsport,,TN,37660
Iglesia Bautista Companerismo Cristiano;6607 Lebanon Rd,Murfreesboro,,TN,37129-7855
Chapel of the North Hills;4501 Jon Cunningham Blvd,El Paso,,TN,79934-3513
Sunswept Baptist Church;205 S Sunswept St,Union City,,TN,38261-4313
Crossroads Baptist Church;2430 Tennessee Ave N,Parsons,,TN,38363-5068
ClearView Baptist Church;537 Franklin Rd,Franklin,,TN,37069-8209
Lantana Road Baptist Church;3270 Lantana Rd,Crossville,,TN,38572-5591
Long Heights Baptist Church;260 Old Paris Rd,Mc Kenzie,,TN,38201-8462
Long Hollow Church;3031 Long Hollow Pike,Hendersonvlle,,TN,37075-8726
Smoky View Baptist Church;2201 W Lamar Alexander Pkwy,Maryville,,TN,37801-3512
Walter Hill First Baptist Church;6607 Lebanon Rd,Murfreesboro,,TN,37129-7855
Bellevue Baptist Church;7400 Highway 70 S,Nashville,,TN,37221-1701
Pleasant Hill Baptist Church;413 Vanntown Rd,Flintville,,TN,37335-5243
Pleasant Grove Baptist Church;PO Box 867,Fayetteville,,TN,37334-0867
Maplewood Baptist Church;8700 Highway 218 Byp,Paris,,TN,38242-8558
Ralston Baptist Church;640 Lackey Rd,Martin,,TN,38237
Palmersville Baptist Church;6363 Hwy 89,Palmersville,,TN,38241-5269
New Prospect Baptist Church;917 New Prospect Rd,Greenfield,,TN,38230-4127
Nelson Chapel Baptist Church;PO Box 44,Mountain City,,TN,37683-0044
Roan Mountain First Baptist;8498 Highway 19 E,Roan Mountain,,TN,37687-3344
Bethany Baptist Church;5950 Highway 67 W,Mountain City,,TN,37683-6029
Notchey Creek Baptist Church;5529 New Highway 68,Madisonville,,TN,37354-7717
Clifton Baptist Church;1526 Corntassel Rd,Madisonville,,TN,37354-6560
Cedar Fork Baptist Church;1780 Sweetwater Rd,Philadelphia,,TN,37846-3648
Walnut Grove Baptist Church;700 Walnut Grove Rd,Dover,,TN,37058-1416
Pearl Valley Baptist Church;2803 Pittman Center Rd,Sevierville,,TN,37876-7605
Oldhams Creek Missionary Baptist Church;3629 Boogertown Rd,Sevierville,,TN,37876-8880
Gatlinburg First Baptist Church;111 Oglewood Ln,Gatlinburg,,TN,37738-4936
Lee Station Baptist Church;10109 Old State Hwy 28,Pikeville,,TN,37367-4220
Whorton Springs Baptist Church;2976 Mcminnville Hwy,Smithville,,TN,37166-5224
Oak Grove Baptist Church;6424 Highway 431 N,Springfield,,TN,37172-8191
North Springfield Baptist Church;4732 Highway 41 N,Springfield,,TN,37172-5835
Mount Carmel Baptist Church;7109 Highway 25 E,Cross Plains,,TN,37049-4746
Greenbrier First Baptist Church;2518 Highway 41 S,Greenbrier,,TN,37073-4542
Flewellyn Baptist Church;7054 Flewellyn Rd,Springfield,,TN,37172-1787
Eastland Heights Baptist Church;1000 5th Ave E,Springfield,,TN,37172-2628
Whitesburg First Baptist Church;201 Graves Ln,Whitesburg,,TN,37891-9048
Carthage First Baptist Church;409 Main St N,Carthage,,TN,37030-1299
Cornersville First Baptist Church;2966 Pulaski Hwy,Cornersville,,TN,37047-5032
Edgemont Baptist Church;150 Fairfield Pike,Shelbyville,,TN,37160-2961
Joelton First Baptist Church;7106 Whites Creek Pike,Joelton,,TN,37080-8632
Ivy Memorial Baptist Church;425 E Trinity Ln,Nashville,,TN,37207-4562
Chapel of the North Hills;4501 Jon Cunningham Blvd,El Paso,,TN,79934-3513
Sunswept Baptist Church;205 S Sunswept St,Union City,,TN,38261-4313
Crossroads Baptist Church;2430 Tennessee Ave N,Parsons,,TN,38363-5068
ClearView Baptist Church;537 Franklin Rd,Franklin,,TN,37069-8209
Lantana Road Baptist Church;3270 Lantana Rd,Crossville,,TN,38572-5591
Long Heights Baptist Church;260 Old Paris Rd,Mc Kenzie,,TN,38201-8462
Long Hollow Church;3031 Long Hollow Pike,Hendersonvlle,,TN,37075-8726
Smoky View Baptist Church;2201 W Lamar Alexander Pkwy,Maryville,,TN,37801-3512
Walter Hill First Baptist Church;6607 Lebanon Rd,Murfreesboro,,TN,37129-7855
Bellevue Baptist Church;7400 Highway 70 S,Nashville,,TN,37221-1701
Pleasant Hill Baptist Church;413 Vanntown Rd,Flintville,,TN,37335-5243
Pleasant Grove Baptist Church;PO Box 867,Fayetteville,,TN,37334-0867
Maplewood Baptist Church;8700 Highway 218 Byp,Paris,,TN,38242-8558
Ralston Baptist Church;640 Lackey Rd,Martin,,TN,38237
Palmersville Baptist Church;6363 Hwy 89,Palmersville,,TN,38241-5269
New Prospect Baptist Church;917 New Prospect Rd,Greenfield,,TN,38230-4127
Nelson Chapel Baptist Church;PO Box 44,Mountain City,,TN,37683-0044
Roan Mountain First Baptist;8498 Highway 19 E,Roan Mountain,,TN,37687-3344
Bethany Baptist Church;5950 Highway 67 W,Mountain City,,TN,37683-6029
Notchey Creek Baptist Church;5529 New Highway 68,Madisonville,,TN,37354-7717
Clifton Baptist Church;1526 Corntassel Rd,Madisonville,,TN,37354-6560
Cedar Fork Baptist Church;1780 Sweetwater Rd,Philadelphia,,TN,37846-3648
Walnut Grove Baptist Church;700 Walnut Grove Rd,Dover,,TN,37058-1416
Pearl Valley Baptist Church;2803 Pittman Center Rd,Sevierville,,TN,37876-7605
Oldhams Creek Missionary Baptist Church;3629 Boogertown Rd,Sevierville,,TN,37876-8880
Gatlinburg First Baptist Church;111 Oglewood Ln,Gatlinburg,,TN,37738-4936
Lee Station Baptist Church;10109 Old State Hwy 28,Pikeville,,TN,37367-4220
Whorton Springs Baptist Church;2976 Mcminnville Hwy,Smithville,,TN,37166-5224
Oak Grove Baptist Church;6424 Highway 431 N,Springfield,,TN,37172-8191
North Springfield Baptist Church;4732 Highway 41 N,Springfield,,TN,37172-5835
Mount Carmel Baptist Church;7109 Highway 25 E,Cross Plains,,TN,37049-4746
Greenbrier First Baptist Church;2518 Highway 41 S,Greenbrier,,TN,37073-4542
Flewellyn Baptist Church;7054 Flewellyn Rd,Springfield,,TN,37172-1787
Eastland Heights Baptist Church;1000 5th Ave E,Springfield,,TN,37172-2628
Whitesburg First Baptist Church;201 Graves Ln,Whitesburg,,TN,37891-9048
Carthage First Baptist Church;409 Main St N,Carthage,,TN,37030-1299
Cornersville First Baptist Church;2966 Pulaski Hwy,Cornersville,,TN,37047-5032
Edgemont Baptist Church;150 Fairfield Pike,Shelbyville,,TN,37160-2961
Joelton First Baptist Church;7106 Whites Creek Pike,Joelton,,TN,37080-8632
Ivy Memorial Baptist Church;425 E Trinity Ln,Nashville,,TN,37207-4562
Thorn Hill Missionary Baptist Church;909 Mountain Valley Hwy 131,Thorn Hill,,TN,37881
Paw Paw Grove Missionary Baptist Church;2152 Pawpaw Rd,Thorn Hill,,TN,37881
Chinquapin Missionary Baptist Church;5333 Chinquipin Rd,Sneedville,,TN,37869
Bridgeport Baptist Church;4850 Cracker Neck Rd,Washburn,,TN,37888
Brookhill Baptist Church;700 14th St,Etowah,,TN,37331-1056
Valley View Baptist Church;119 County Road 375,Athens,,TN,37303-6552
Rocky Mount Baptist Church;1002 Rocky Mount Rd,Athens,,TN,37303
Decatur First Baptist Church;240 N Main St,Decatur,,TN,37322-7758
Mifflin Baptist Church;8870 State Route 200,Henderson,,TN,38340-7211
Calvary Baptist Church (H);2925 Carriage Ln PO Box 67,Humboldt,,TN,38343
Strawberry Plains First Baptist Church;3100 W Old Andrew Johnson Hwy,Straw Plains,,TN,37871-3034
Upper Green River Baptist Church;1001 Green River Rd,Waynesboro,,TN,38485
Hickory Cove Baptist Church;1818 Highway 70 N,Rogersville,,TN,37857-7611
Lovelace Baptist Church;930 Ryan Rd,Fall Branch,,TN,37656-3412
Calvary Baptist Church (E);540 Adams St,Erwin,,TN,37650-1016
Bowmantown Baptist Church;418 Bowmantown Rd,Jonesborough,,TN,37659-4847
Olive Hill East Baptist Church;160 Baptist Loop,Olivehill,,TN,38475-9130
Mount Carmel Baptist Church;86 US 127,Signal Mtn,,TN,37377-7600
Cross Roads Baptist Church;9122 Ooltewah Georgetown Rd,Ooltewah,,TN,37363-9714
White Oak Baptist Church - Access Campus;4064 S Access Rd,Chattanooga,,TN,37406-1266
Noeton Baptist Church;359 Newman Hollow Rd,Bean Station,,TN,37708
Barnards Grove Baptist Church;405 Broadway Dr,Bean Station,,TN,37708
Bradshaw Baptist Church;2187 Center Point Rd,Pulaski,,TN,38478-6020
Laneview Baptist Church (K);PO Box 183,Kenton,,TN,38233-0183
West End Baptist Church;116 Westend St,Newport,,TN,37821-2226
Gates Baptist Church;85 Wardlow St W,Gates,,TN,38037-4766
Oak Grove Baptist Church;520 Oak Grove Church Rd,Harrogate,,TN,37752-6447
Fairview Baptist Church;2206 Old Highway 25 E,Tazewell,,TN,37879-3903
Isoline Baptist Church;10016 Highway 127 N,Crossville,,TN,38571-0737
Bethlehem Baptist Church;626 Potato Farm Rd,Crossville,,TN,38571-0653
Harmony Baptist Church;4303 Harmony Church Rd,Adams,,TN,37010-5113
Walnut Hill Baptist Church;1225 Walnut Hill Church Rd,Bells,,TN,38006-4154
South Fork Baptist Church;7522 Chestnut Bluff Maury C Rd,Friendship,,TN,38034-2809
Springview Baptist Church;4220 US Hwy 411 S,Maryville,,TN,37801-9149
Kagleys Chapel Baptist Church;4301 Six Mile Rd,Maryville,,TN,37803-1998
Indian Creek Baptist Church;2508 Pinecrest Rd,Jacksboro,,TN,37757-3100
Philippi Baptist Church;2484 Harrison Pike W,Cleveland,,TN,37311-1051
Elkmont Baptist Church;4030 Old Freewill Rd NW,Cleveland,,TN,37312-2075
Center Point Baptist Church;1205 Lower River Rd NW,Charleston,,TN,37310-5252
Portland First Baptist Church;106 N Broadway,Portland,,TN,37148-1114
Sunbright First Baptist Church;7895 Morgan Co Hwy,Sunbright,,TN,37872
Fireside Fellowship;245 Bailey Rd,Kingston,,TN,37763-3522
Willingham Memorial Baptist Church;435 Madie Thompson Rd,Ridgely,,TN,38080-6262
Mount Olive Baptist Church;3947 Crystal Rd,Union City,,TN,38261-7457
Piedmont Redemption Church;14725 Sturgis Rd,Piedmont,,SD,57769-8002
Manderson Creator's Fellowship;118 Chanku Waste Rd,Porcupine,,SD,57772-3099
Rock Hill Baptist Church;605 Rock Hill Rd,Lexington,,TN,38351-7377
Mount Gilead Baptist Church;5751 Hwy 104 N,Cedar Grove,,TN,38321-4617
Judson Missionary Baptist Church;7180 Middleburg Rd,Scotts Hill,,TN,38374-5156
Beacon Baptist Church;55 Baptist Ln,Parsons,,TN,38363
Bear Creek Baptist Church;60 Bear Creek Rd,Parsons,,TN,38363-2802
Upper Rice Creek;Upper Rice Creek Rd,Flag Pond,,TN,37657
Kentucky Hill Baptist Church;524 Douglas Ln,Jellico,,TN,37762-4720
Crouches Creek Baptist Church;1518 5th St,Jellico,,TN,37762-4507
Box Elder Mercy Gate;1227 Juneau Dr,Box Elder,,SD,57719-4307
Lead Connection;206 Ellison Ct,Lead,,SD,57754-1758
Rapid City Mercy Gate Church;2136 Marlin Dr Unit 6,Rapid City,,SD,57701
Rapid City South Canyon Baptist Church;3333 W. Chicago St.,Rapid City,,SD,57702
New Underwood Bridled For Christ;16104 Highway 14/16,New Underwood,,SD,57761
Brookings Wagon Wheel Cowboy Church;47439 20th St.,Aurora,,SD,57002
Watertown Grace Bible Church;25 N broadway,Watertown,,SD,57201
Sioux Falls Connection Church;P.O. Box 1747,Sioux Falls,,SD,57101
Rapid City Christ Church;1900 Evergreen Drive,Rapid City,,SD,57702
Brookings Veritas Church;506 3rd Ave,Brookings,,SD,57006
New Hope Church of Sioux Falls;501 N Elmwood,Sioux Falls,,SD,57104
Western Way Cowboy Church;1858 3rd St. SW,Huron,,SD,57350
Lower Brule Hilltop Baptist Church;32685 Medicine Bull Hwy,Lower Brule,,SD,57548
Creator's Fellowship, Sharps;118 Chanku Waste Rd.,Porcupine,,SD,57772-0396
Dupree Baptist Church;PO Box 8,Dupree,,SD,57623-0008
Watertown Prairie Lakes Baptist Church;1230 19th St NE,Watertown,,SD,57201-2822
Redfield Baptist Church;734 E 7th Ave,Redfield,,SD,57469-1348
Sisseton First Baptist Sisseton;PO Box 141,Sisseton,,SD,57262-0141
Wolsey First Baptist Church;PO Box 310,Wolsey,,SD,57384-0278
Miller First Baptist Church;902 N Broadway Ave,Miller,,SD,57362-1100
One Eight Community Church;1020 Whirlaway Cir,Anderson,,SC,29621-2589
Greenville Community Church;38 David St,Greenville,,SC,29609-5348
Redeemer Fellowship of Edisto Island;42 Station Ct,Edisto Island,,SC,29438-3020
Blunt Calvary Baptist Church;PO Box 19,Blunt,,SD,57522-0019
Rapid City Rapid Valley Baptist Church;3450 School Dr,Rapid City,,SD,57701
Pine Ridge Lakota Baptist Church;44 Northridge Loop,Pine Ridge,,SD,57770
New Beginning Baptist Church;PO Box 10,Scranton,,SC,29591-0010
Lighthouse Baptist Church;PO Box 2543,Summerville,,SC,29484
New Horizon Community Church;1906 Great Falls Hwy,Lancaster,,SC,29720
Bethea Baptist Church;157 Home Ave,Darlington,,SC,29532-7625
Word of Grace Community Church;531 Neely Store Rd Ste 102,Rock Hill,,SC,29730-7998
Iglesia Bautista Betania;600 Bridge Rd,Taylors,,SC,29687
Crossway Baptist Church;2000 Highway 701 S,Loris,,SC,29569-7355
Living Way Community Church;3239 N Highway 101,Greer,,SC,29651-5016
Greenville Vietnamese Baptist Church;10 Eisenhower Dr,Greenville,,SC,29607-2106
Lighthouse Community Church;5801 W Jim Bilton Blvd,Saint George,,SC,29477-7810
Willow Lake Church;111 Pine Wedge Dr,Blythewood,,SC,29016-7886
Crossway Community Church;1001 Welpine Ridge Rd,Pendleton,,SC,29670
Capstone Community Church;708 West Whitner Street,Anderson,,SC,29624
Greater Vision Baptist Church;1076 Courtney Rd,Pageland,,SC,29728
New River Community Church;136 Carroll Cv,Clover,,SC,29710-8015
The Fellowship Church of Aynor;1550 Vereen Rd,Aynor,,SC,29511
Life Way Church;114 Congress St S,York,,SC,29745-1837
Foothills Community Church;
Freedom Outreach Church;1113 Highway 1 N,Cassatt,,SC,29032-9203
North Point Community Church;132 Beckett Ln,Columbia,,SC,29223-6955
Primera Iglesia Bautista Hispana Lakelands;924 B Bypass 25 NE,Greenwood,,SC,29649
Knightsville Baptist Church;1970 Central Ave,Summerville,,SC,29483-9327
Foster Chapel;2800 Highway 215,Roebuck,,SC,29376-3230
Iglesia Bautista Emanuel;3296 Highway 319 E,Conway,,SC,29526-5425
Cedarwood Community Church;17194 Highway 72 W,Waterloo,,SC,29384-5144
Thee Baptist Worship Center Baptist Church;1137 Highway 90,Conway,,SC,29526-7528
Grace Baptist Church;15195 Wells Hwy,Seneca,,SC,29678-1750
Brookwood Community Church;580 Brookwood Point Pl,Simpsonville,,SC,29681-5998
Cornerstone Baptist Church;1797 Highway 72 W,Clinton,,SC,29325-7235
Golden Corner;350 Earle Street,Walhalla,,SC,29691
NewKirk Baptist Church;175 Museum Rd,Rock Hill,,SC,29732-8239
New Beginning Missionary Baptist Church;24277 Highway 76 E,Clinton,,SC,29325-4653
Grace Baptist Church;PO Box 506,Pageland,,SC,29728-0506
Truth Tabernacle Baptist Church;8103 Highway 81 S,Starr,,SC,29684-9407
Summit Baptist Church;9200 University Blvd,N Charleston,,SC,29406-9121
Charleston Korean Baptist Church;3960 Ashley Phosphate Rd,N Charleston,,SC,29418-8549
Living Water Baptist Church;1569 Highway 9 E,Longs,,SC,29568-8713
University Baptist Church;1740 E Highway 501,Conway,,SC,29526-9517
Greater New Hope Baptist Church;403 Pollard Rd,Simpsonville,,SC,29681-1946
Good Shepherd Baptist Church;1891 Oak Grove Church Rd,Manning,,SC,29102-5841
New Beginning Baptist Church;PO Box 10,Scranton,,SC,29591-0010
Lighthouse Baptist Church;PO Box 2543,Summerville,,SC,29484
New Horizon Community Church;1906 Great Falls Hwy,Lancaster,,SC,29720
Bethea Baptist Church;157 Home Ave,Darlington,,SC,29532-7625
Word of Grace Community Church;531 Neely Store Rd Ste 102,Rock Hill,,SC,29730-7998
Iglesia Bautista Betania;600 Bridge Rd,Taylors,,SC,29687
Crossway Baptist Church;2000 Highway 701 S,Loris,,SC,29569-7355
Living Way Community Church;3239 N Highway 101,Greer,,SC,29651-5016
Greenville Vietnamese Baptist Church;10 Eisenhower Dr,Greenville,,SC,29607-2106
Lighthouse Community Church;5801 W Jim Bilton Blvd,Saint George,,SC,29477-7810
Willow Lake Church;111 Pine Wedge Dr,Blythewood,,SC,29016-7886
Crossway Community Church;1001 Welpine Ridge Rd,Pendleton,,SC,29670
Capstone Community Church;708 West Whitner Street,Anderson,,SC,29624
Greater Vision Baptist Church;1076 Courtney Rd,Pageland,,SC,29728
New River Community Church;136 Carroll Cv,Clover,,SC,29710-8015
The Fellowship Church of Aynor;1550 Vereen Rd,Aynor,,SC,29511
Life Way Church;114 Congress St S,York,,SC,29745-1837
Foothills Community Church;
Freedom Outreach Church;1113 Highway 1 N,Cassatt,,SC,29032-9203
North Point Community Church;132 Beckett Ln,Columbia,,SC,29223-6955
Primera Iglesia Bautista Hispana Lakelands;924 B Bypass 25 NE,Greenwood,,SC,29649
Knightsville Baptist Church;1970 Central Ave,Summerville,,SC,29483-9327
Foster Chapel;2800 Highway 215,Roebuck,,SC,29376-3230
Iglesia Bautista Emanuel;3296 Highway 319 E,Conway,,SC,29526-5425
Cedarwood Community Church;17194 Highway 72 W,Waterloo,,SC,29384-5144
Thee Baptist Worship Center Baptist Church;1137 Highway 90,Conway,,SC,29526-7528
Grace Baptist Church;15195 Wells Hwy,Seneca,,SC,29678-1750
Brookwood Community Church;580 Brookwood Point Pl,Simpsonville,,SC,29681-5998
Cornerstone Baptist Church;1797 Highway 72 W,Clinton,,SC,29325-7235
Golden Corner;350 Earle Street,Walhalla,,SC,29691
NewKirk Baptist Church;175 Museum Rd,Rock Hill,,SC,29732-8239
New Beginning Missionary Baptist Church;24277 Highway 76 E,Clinton,,SC,29325-4653
Grace Baptist Church;PO Box 506,Pageland,,SC,29728-0506
Truth Tabernacle Baptist Church;8103 Highway 81 S,Starr,,SC,29684-9407
Summit Baptist Church;9200 University Blvd,N Charleston,,SC,29406-9121
Charleston Korean Baptist Church;3960 Ashley Phosphate Rd,N Charleston,,SC,29418-8549
Living Water Baptist Church;1569 Highway 9 E,Longs,,SC,29568-8713
University Baptist Church;1740 E Highway 501,Conway,,SC,29526-9517
Greater New Hope Baptist Church;403 Pollard Rd,Simpsonville,,SC,29681-1946
Good Shepherd Baptist Church;1891 Oak Grove Church Rd,Manning,,SC,29102-5841
New Beginning Baptist Church;286 Serene Dr,Waterloo,,SC,29384
Friendship Baptist Church;1620 E Liberty St,Sumter,,SC,29153-8586
North Walterboro Baptist Church;2177 Jefferies Hwy,Walterboro,,SC,29488-7228
Christian Faith Baptist Church;2809 E Highway 76,Mullins,,SC,29574
New Hope Baptist Church;4226 Highway 184 W,Due West,,SC,29639-9522
Trinity Baptist Church;5330 Broad St,Loris,,SC,29569-2467
Lugoff Friendship Baptist Church;1056 Highway 1 S,Lugoff,,SC,29078-9630
